species;population;N.ind;N.plots;pop.sd
Licania urceolaris;31483030,3346;62;26;9612350,70767025
Licania vaupesiana;3063358,4742;3;3;2140071,25953252
Licania velutina;1425745,4686;5;5;649800,764992486
Licania wurdackii;29597251,5226;24;1;35975175,6023211
Licaria armeniaca;62784035,2808;72;19;22052443,486359
Licaria aurea;27602236,1094;42;22;5514934,43481954
Licaria aureosericea;1818647,7306;4;4;947805,243670883
Licaria brasiliensis;57843776,3404;61;34;31093614,2840867
Licaria camara;318538,3482;1;1;381875,396609858
Licaria cannella;241754286,466;468;184;45976990,2219358
Licaria chrysophylla;118218433,9326;161;79;35106126,2758985
Licaria crassifolia;11756164,9056;2;2;7211163,35015931
Licaria debilis;1136062,6906;1;1;1216185,45849633
Licaria deltoidea;672154,093;1;1;694220,090187866
Licaria excelsa;1198488,7596;1;1;1246512,90939697
Licaria exserta;542529,7132;1;1;619042,602433404
Licaria guianensis;112939525,3652;217;97;49680418,1884084
Licaria hirsuta;557240,5572;1;1;629511,088087286
Licaria latifolia;13781709,948;21;8;6685507,70067661
Licaria macrophylla;24152672,351;21;17;11333995,6971087
Licaria martiniana;80355219,6036;52;27;31146290,8963983
Licaria oppositifolia;15600160,843;40;30;3884772,55501785
Licaria pachycarpa;29227332,5924;55;33;9172653,07665538
Licaria polyphylla;1933057,992;1;1;2193342,85261211
Licaria rodriguesii;6412257,853;14;13;1837795,78608685
Licaria rufotomentosa;347551,7962;3;2;243247,618776646
Licaria subbullata;459955,91;1;1;472650,667533185
Licaria triandra;37150687,9532;55;23;14487351,9340892
Licaria vernicosa;1985745,0122;5;3;1270115,15970996
Lindackeria latifolia;127888050,3006;118;45;31774250,046583
Lindackeria paludosa;132938374,9538;199;63;30124005,3496546
Lindackeria paraensis;21362334,1346;8;6;9467360,59516347
Lindackeria pauciflora;2019495,4298;1;1;2165410,82236003
Lissocarpa guianensis;4558693,427;17;5;2281134,49540583
Lissocarpa jensonii;3286655,4972;4;4;1848362,35190907
Lissocarpa stenocarpa;6949324,2284;8;4;3700488,06182803
Lonchocarpus campestris;668272,6718;1;1;754799,389008638
Lonchocarpus densiflorus;3474894,4218;4;2;2830937,33101563
Lonchocarpus hedyosmus;2158126,6334;2;1;2747652,31808519
Lonchocarpus heptaphyllus;1573574,814;5;2;1303018,64307777
Lonchocarpus imatacensis;50077217,7342;50;15;8935801,42014086
Lonchocarpus latifolius;3905479,2838;2;1;3459037,7372746
Lonchocarpus lilloi;53417742,8768;70;7;28296896,2593501
Lonchocarpus longifolius;9631685,6782;12;6;3993643,36446403
Lonchocarpus macrophyllus;987842,8646;1;1;1209205,84782393
Lonchocarpus muehlbergianus;2894014,252;1;1;2788875,99254838
Lonchocarpus nicou;4868302,3524;3;3;2717710,22119505
Lonchocarpus pluvialis;1244119,4358;1;1;1319101,94020048
Lonchocarpus seorsus;19965750,64;71;23;4425270,31861985
Lonchocarpus sericeus;5297374,6814;4;3;3972379,62274407
Lonchocarpus spiciflorus;110077821,4628;279;31;32810968,6801142
Lonchocarpus trifolius;213980,5996;1;1;227269,80118441
Lonchocarpus utilis;26668115,6124;22;13;9663136,31490343
Lophostigma schunkei;1018828,9596;1;1;773720,858078269
Lophostoma calophylloides;1331779,1886;9;2;1130087,45742453
Loreya arborescens;8545970,0868;25;21;2938280,5474814
Loreya ovata;2306427,039;2;1;2689423,33420387
Loreya strigosa;1164734,2852;1;1;1162702,00296679
Lorostemon bombaciflorum;44029371,791;42;11;19969232,8763796
Lorostemon coelhoi;2714365,0614;8;8;995052,553034965
Lorostemon colombianus;22849088,1962;14;7;11700118,9256186
Loxopterygium sagotii;23635593,4458;37;15;14431650,6474705
Lozania klugii;236932,8024;1;1;210809,09173758
Luehea candicans;87026238,1034;114;9;43642542,6622966
Luehea cymulosa;862642547,434;759;59;372102450,214982
Luehea divaricata;2890044,3862;4;2;2420620,86711459
Luehea grandiflora;7597086,2358;8;5;4232141,14081286
Luehea paniculata;52725523,2968;28;5;49271533,2263912
Luehea seemannii;934698,3582;1;1;960912,906789613
Luehea speciosa;47275283,1758;53;43;13312931,2286898
Lueheopsis althaeiflora;5364719,7652;10;8;2786967,51552818
Lueheopsis burretiana;14719776,6132;4;3;7270336,85682349
Lueheopsis duckeana;84116805,3578;53;34;19506507,8002546
Lueheopsis hoehnei;225347899,6472;233;2;197376121,313983
Lueheopsis rosea;148058554,3382;201;97;31132025,5034187
Lueheopsis rugosa;96156618,4372;98;44;26808372,0844674
Lueheopsis schultesii;28699290,3818;16;8;18553521,9307176
Luetzelburgia praecox;1951643,2514;7;1;1914774,29071949
Lunania parviflora;239567586,728;450;58;49904561,8017552
Mabea acutissima;11953754,3116;4;3;7779476,80364859
Mabea anadena;13748931,5262;20;2;11097340,8931312
Mabea angularis;83816617,8968;167;46;25461191,0834857
Mabea angustifolia;4694246,5498;9;3;2671748,09885729
Mabea caudata;42448015,7286;38;4;25999880,9131437
Mabea fistulifera;65529857,7862;136;22;14281585,9708652
Mabea inodora;1740388,9568;3;1;1605145,66007113
Mabea klugii;9272395,8134;26;11;3680561,38311989
Mabea macbridei;14443827,7084;29;4;10148938,4505103
Mabea maynensis;86147237,8204;179;29;25542410,77724
Mabea nitida;438211986,806;443;53;143771420,639864
Mabea occidentalis;45911445,1766;67;13;22802476,3875385
Mabea paniculata;84308146,9846;318;11;34354644,3111019
Mabea piriri;346863750,53;613;102;57680767,9670653
Mabea pohliana;15649165,0286;36;4;9875134,19199278
Mabea pulcherrima;1947800,7352;7;2;1440266,03884248
Mabea speciosa;778246098,428;902;149;185578083,486232
Mabea subserrulata;4715040,0842;4;2;3277620,86717123
Mabea subsessilis;39804554,937;38;19;14174337,3744584
Mabea taquari;13346242,8658;11;3;6296590,57212379
Mabea uleana;1137867,869;2;2;859896,842129062
Maburea trinervis;195542866,6476;465;7;98508493,4527768
Macbrideina peruviana;762401,9814;1;1;801187,643869983
Machaerium acaciifolium;2688590,7886;2;2;2111050,9251251
Machaerium acuminatum;1032672,3762;1;1;1211285,24529725
Machaerium acutifolium;109551596,184;128;25;27294795,448905
Machaerium arboreum;4033638,904;5;3;3457294,88561934
Machaerium aristulatum;3819297,6302;6;4;2354622,64106411
Machaerium biovulatum;3791235,56;2;2;2487208,55501384
Machaerium brasiliense;786147,6978;1;1;945568,85160195
Machaerium caudatum;512229,6016;1;1;451507,613773005
Machaerium cuspidatum;3797948,844;3;2;3448624,28931409
Machaerium duckeanum;2342542,2686;2;2;2034463,96621777
Machaerium ferox;27620642,8464;22;16;11767595,1157566
Machaerium floribundum;8866074,2812;20;12;3869307,28941211
Machaerium froesii;2561964,5564;7;5;1443805,23024374
Machaerium goudotii;376526,7248;1;1;391298,428722207
Machaerium inundatum;6866729,6596;13;3;6772642,2211527
Machaerium isadelphum;1187942,0594;2;2;870923,802427466
Machaerium jacarandifolium;1183807,6432;1;1;1249868,40361695
Machaerium kegelii;9953242,2054;12;6;3561579,33048486
Machaerium latialatum;1032672,3762;1;1;1211285,24529725
Machaerium latifolium;1018828,9596;1;1;773720,858078269
Machaerium leiophyllum;17244564,89;55;8;7350707,42415195
Machaerium leucopterum;5495229,5158;5;2;4310813,31736955
Machaerium lunatum;1771552,557;1;1;1877279,59107685
Machaerium macrophyllum;13797482,4526;80;2;12357223,8633536
Machaerium madeirense;12245300,0698;11;9;4568339,65375513
Machaerium microphyllum;1968779,9496;3;2;1280225,213243
Machaerium multifoliolatum;8797323,4976;11;8;3860821,44372537
Machaerium mutisii;999318,506;1;1;1333673,96762092
Machaerium myrianthum;2563159,9018;4;2;1820144,51468203
Machaerium nyctitans;730537,5848;1;1;825849,203613123
Machaerium opacum;2163575,4914;4;1;2378747,78270196
Machaerium paraense;418232,338;1;1;470696,000211527
Machaerium pilosum;6120971,5324;6;3;4527310,8896496
Machaerium pittieri;1159806,1976;1;1;1135615,73714432
Machaerium quinata;13276977,324;11;8;8224787,1967759
Machaerium robiniifolium;7334417,9992;10;5;3739336,48145883
Machaerium salzmannii;5774216,5702;4;2;5387625,59654883
Machaerium saraense;917693,1634;1;1;1002685,58884901
Machaerium scleroxylon;74243894,9108;73;5;46038302,7908582
Machaerium subrhombiforme;1018828,9596;1;1;773720,858078269
Machaerium tortipes;2955587,239;1;1;3219825,01196549
Machaerium villosum;10380510,7908;11;4;6166502,82691925
Maclura tinctoria;94489392,2352;111;25;36945936,9342834
Macoubea guianensis;68773777,4002;118;63;20640778,5427858
Macoubea sprucei;90962381,5496;48;17;78418648,0913863
Macrocnemum dissimiliflorum;3500648,4454;3;2;2543147,88688586
Macrocnemum roseum;23555757,9584;56;22;11095441,9152726
Macrolobium acaciifolium;370648331,422;390;69;99145781,4184193
Macrolobium angustifolium;478391598,12;922;98;84832784,5859251
Macrolobium archeri;9378367,2654;29;13;3014620,62698877
Macrolobium arenarium;15447732,5086;13;8;9189867,78817022
Macrolobium bifolium;195485219,416;242;44;51735134,953369
Macrolobium brevense;13080232,017;10;5;6489014,79516474
Macrolobium campestre;8671873,8474;10;4;6136345,87779218
Macrolobium colombianum;200956,8756;1;1;201350,078099545
Macrolobium discolor;15423700,9908;11;3;15596798,661941
Macrolobium evenulosum;9594658,6842;6;3;6549265,66601293
Macrolobium gracile;247866069,3698;232;35;84156297,3525517
Macrolobium guianense;4744749,2732;36;2;5449915,90583956
Macrolobium huberianum;2572277,9958;2;2;2085929,18454185
Macrolobium ischnocalyx;11623195,3638;46;10;5158042,12558705
Macrolobium latifolium;9091711,7596;2;1;11421737,4278795
Macrolobium limbatum;322793359,136734;377;129;48923058,4428905
Macrolobium microcalyx;142046727,8172;258;44;32894172,163333
Macrolobium montanum;2434939,5874;2;1;2293202,73378603
Macrolobium multijugum;98784014,9456;94;24;37292721,4386496
Macrolobium pendulum;30869265,967;87;12;17053326,7222376
Macrolobium prancei;1303832,355;2;2;985686,441152157
Macrolobium punctatum;2959866,8946;3;2;2376150,97059331
Macrolobium stenocladum;2457073,8518;12;1;2987181,24208808
Macrolobium suaveolens;109811798,2684;138;39;30380883,1066875
Macrolobium urupaense;970665,157;3;2;780414,400393431
Macrolobium wurdackii;7043587,612;7;3;4453234,30000181
Macrosamanea pubiramea;24326974,3722;124;2;28829120,3054476
Macrosamanea spruceana;3382320,7076;2;1;2926251,42537397
Magnolia amazonica;16944953,9268;38;13;7103767,90757346
Magnolia rimachii;8790222,2142;5;4;4844836,14334909
Magonia pubescens;58790109,4722;34;5;56411569,0961022
Mahurea exstipulata;3802171,0548;3;3;2246632,54641388
Mahurea palustris;503710,1392;4;2;486532,928679783
Maieta guianensis;3780195,5394;4;3;2199764,7740231
Malmea dielsiana;9978661,8346;39;13;4243762,36703254
Malmea manausensis;555051,5446;1;1;603120,12650339
Malouetia duckei;1115551,7304;3;3;639593,472884769
Malouetia flavescens;6317206,617;23;6;3365874,59803876
Malouetia guianensis;9452507,8388;25;6;4826845,71441848
Malouetia lata;2024841,7344;3;1;1989096,12714518
Malouetia naias;13997608,9372;7;3;8650412,26008639
Malouetia tamaquarina;327696468,51;327;47;67674888,860344
Manicaria saccifera;329724738,7924;742;15;197309236,922705
Manihot brachyloba;28133925,3552;62;3;22197035,5137188
Manilkara amazonica;89374824,4452;121;55;17055645,6076924
Manilkara bella;2894014,252;1;1;2788875,99254838
Manilkara bidentata;558554336,336;1126;242;64006984,9658223
Manilkara cavalcantei;72533491,2918;67;31;24236728,1981355
Manilkara elata;2057290,2894;5;1;2375219,0792541
Manilkara huberi;341130145,486;418;129;76562526,5729948
Manilkara inundata;47061248,8826;77;29;21826745,6632854
Manilkara paraensis;50453509,602;48;20;18824971,3816781
Mansoa alliacea;1018828,9596;1;1;773720,858078269
Mansoa kerere;631813,4514;1;1;664432,523577185
Maprounea amazonica;1032672,3762;1;1;1211285,24529725
Maprounea guianensis;213951580,685;208;75;104751096,314637
Maquira calophylla;135685187,5418;261;156;20325905,0221004
Maquira coriacea;603034263,154;534;59;139495943,144855
Maquira guianensis;280799762,348;482;222;39614983,4010817
Maquira sclerophylla;225414294,828;252;109;47401374,020552
Margaritaria nobilis;93628176,3546;154;62;19339716,8073847
Marila alternifolia;3638886,9002;8;6;2010835,07917662
Marila cespedesiana;3949821,8376;3;1;5329665,68335939
Marila grandiflora;2167083,138;5;2;1696494,67939719
Marila laxiflora;42686966,9022;84;21;11870490,86965
Marila pluricostata;748068,347;2;2;683073,869034286
Marila tomentosa;11731839,5458;20;14;5238553,67335523
Marlierea bipennis;1380168,7656;1;1;1672008,04024609
Marlierea caudata;45126070,714;36;7;36770401,2185461
Marlierea cuprea;586027,8692;1;1;676734,232851083
Marlierea ferruginea;1438789,0876;2;2;1384443,25663706
Marlierea imperfecta;1616713,4212;3;2;1136409,56583098
Marlierea macrophylla;1467916,932;2;1;1361839,06026156
Marlierea montana;31360851,3806;104;8;20322059,7953807
Marlierea schomburgkiana;98552907,9452;156;24;61361864,785304
Marlierea spruceana;51599148,1316;55;21;19324017,4815709
Marlierea subulata;1927785,5934;3;2;1092653,47648292
Marlierea umbraticola;41738810,0824;85;50;12091362,5809051
Marlierea velutina;11039258,5276;18;16;2882746,74534811
Martiodendron elatum;145165969,6576;86;33;90757747,1306528
Martiodendron excelsum;3774521,031;5;3;2925761,98783819
Martiodendron parviflorum;28498081,8546;51;29;7355430,88110674
Matayba adenanthera;2127611,8204;5;5;1239370,32034838
Matayba arborescens;146301966,706;208;51;34879214,5502293
Matayba camptoneura;6826238,2766;25;1;8571772,3282701
Matayba elaeagnoides;132524151,9642;81;3;79390564,4581274
Matayba elegans;39446733,6632;48;15;13939974,3741277
Matayba fallax;1535374,6212;7;1;1695359,2115412
Matayba guianensis;193508510,25;217;37;64732564,3010783
Matayba inelegans;213924183,4148;163;44;87342746,3778688
Matayba laevigata;1094179,9022;6;6;441240,894177372
Matayba macrocarpa;4477745,5654;11;9;1869774,00653467
Matayba macrostylis;30345973,3638;30;16;10721875,6338524
Matayba oligandra;21747907,942;57;28;8036053,67056973
Matayba opaca;137069270,0496;546;32;35249796,7613773
Matayba peruviana;10022304,2762;16;8;4458285,47502561
Matayba purgans;27616093,205;24;16;11372126,561357
Matayba scrobiculata;34363501,9638;52;23;9845432,77910669
Matayba spruceana;1990171,3388;6;2;1437593,09601576
Matayba stenodictya;2587952,5452;7;4;1491498,53840137
Matisia arteagensis;1307699,9206;1;1;1581090,67704552
Matisia bicolor;23966896,5836;67;19;7809130,16578276
Matisia bracteolosa;69607348,3658;165;64;10347425,9763155
Matisia cordata;258161689,438;463;51;73372893,7398885
Matisia idroboi;38157223,5032;65;15;20737662,5628607
Matisia intricata;19296726,7118;33;15;5766815,92738187
Matisia lasiocalyx;165236603,326;152;17;118570625,140724
Matisia lecythicarpa;851317,6256;1;1;831305,769633066
Matisia lomensis;16679794,3462;40;11;7718208,74992574
Matisia longiflora;22530128,6484;74;21;5589693,56407065
Matisia malacocalyx;172100936,45;545;67;31277784,017987
Matisia obliquifolia;32474788,825;122;30;6592320,32694194
Matisia ochrocalyx;487006017,308;692;174;89680810,9915498
Matisia soegengii;898906,8024;1;1;1003326,41539777
Mauritia carana;95487985,3294;64;12;26709506,1256786
Mauritia flexuosa;1426411316,684;1989;90;352382616,705728
Mauritiella aculeata;401534661,8044;420;24;166200317,480209
Mauritiella armata;238586528,218;576;13;112273648,799781
Mayna grandifolia;1222034,3488;1;1;1066898,91614889
Mayna parvifolia;2633843,5292;7;6;1553392,64992519
Maytenus amazonica;8594823,6;19;12;2768019,78623634
Maytenus aquifolium;994736,2434;3;1;1131527,87084469
Maytenus cardenasii;4384698,15;5;2;3111553,72593098
Maytenus communis;1143036,6838;2;1;871045,93830039
Maytenus ebenifolia;12405061,8454;25;11;5187671,76033818
Maytenus erythrocarpa;2819654,2068;3;2;2620115,41152643
Maytenus evonymoides;7215049,1406;4;4;4163323,50110969
Maytenus ficiformis;37727667,9008;37;9;15497627,0820989
Maytenus floribunda;27746584,9284;32;11;9525448,52981208
Maytenus guyanensis;87692442,8354;113;63;21483336,8892088
Maytenus krukovii;4853798,1612;2;1;4708067,23968956
Maytenus laevis;1087295,1556;1;1;1284699,67838066
Maytenus longipes;2692936,0496;2;2;2153350,92140844
Maytenus macrocarpa;38423807,1754;53;31;16254069,2269698
Maytenus magnifolia;25543537,4102;56;18;10786268,6031315
Maytenus myrsinoides;35610324,5052;62;33;9864295,48383004
Maytenus oblongata;5410189,7714;25;15;1173881,21093109
Maytenus pruinosa;22592843,2874;17;8;10758038,0240826
Maytenus pustulata;3382320,7076;2;1;2926251,42537397
Melicoccus novogranatensis;16550106,2394;59;17;4871128,46855873
Melicoccus oliviformis;86634526,129;53;12;31238233,5253992
Melicoccus pedicellaris;15789405,6638;36;21;6591693,803424
Meliosma boliviensis;2701671,9122;5;1;3419180,66374086
Meliosma glabrata;2740725,827;3;2;2190181,47829308
Meliosma herbertii;88351847,0038;147;64;14203582,3392414
Meliosma loretoyacuensis;15233218,3448;23;15;4666966,33336751
Meliosma palustris;7627556,1372;10;5;7507068,92058104
Meliosma polyneura;893117,044;3;3;487674,320225937
Meliosma vasquezii;6746853,5352;11;9;2702398,01856951
Meriania urceolata;12865062,8268;17;1;13363997,8897673
Metrodorea flavida;1549396168,56;1326;90;227750935,657582
Metteniusa tessmanniana;4853354,1506;10;6;2485379,62388743
Mezilaurus campaucola;20914708,4768;6;2;13134443,3058512
Mezilaurus crassiramea;17603814,9676;42;2;24023107,7624942
Mezilaurus duckei;44285838,2012;97;58;8661949,35316988
Mezilaurus itauba;603887490,418;612;163;137913076,623739
Mezilaurus lindaviana;88202241,5224;39;15;39588062,9937018
Mezilaurus mahuba;28192057,0302;61;12;11558445,8961097
Mezilaurus opaca;7685185,5192;8;7;4282824,62630416
Mezilaurus palcazuensis;9672877,5488;5;3;5661489,80914963
Mezilaurus pyriflora;295652,284;1;1;374599,935681761
Mezilaurus sprucei;44545442,7338;39;19;19073362,4405082
Mezilaurus subcordata;5587130,3662;8;4;2933520,73296897
Mezilaurus synandra;37944057,096;40;24;9782887,50259819
Mezilaurus triunca;3083955,4776;10;7;1287716,84269247
Miconia abbreviata;581502,1974;2;2;570672,737167995
Miconia acuminata;2447876,335;14;7;846570,595174516
Miconia acutifolia;1209308,4074;1;1;1387363,20173991
Miconia affinis;34046038,9906;63;28;9035568,56641883
Miconia albicans;817856,8282;1;1;851502,316621648
Miconia amazonica;801972,6186;1;1;639628,912893271
Miconia ampla;4116837,8892;4;3;2753458,38541318
Miconia appendiculata;2306427,039;2;1;2689423,33420387
Miconia argyrophylla;100291036,3828;249;48;30197748,9941432
Miconia aulocalyx;1475083,2928;6;4;906394,793246332
Miconia aurea;1537083,4068;3;3;1060741,15552754
Miconia biglandulosa;13248446,604;7;5;7209555,0871931
Miconia bubalina;59739019,3362;80;17;27466782,6541005
Miconia burchellii;21231788,72;58;18;7236688,23685789
Miconia calvescens;1816382,2022;2;1;2113151,994202
Miconia cazaletii;1131519,7292;3;2;974485,129675732
Miconia centrodesma;9710099,9634;10;8;5422372,59405259
Miconia ceramicarpa;134993403,483;274;9;72963771,6453322
Miconia chrysophylla;225602761,1522;231;35;70599378,0028963
Miconia ciliata;411458,0578;1;1;475043,816107353
Miconia comptifolia;1796314,9208;1;1;1811285,04625927
Miconia crassinervia;859138,0404;3;2;664496,896825139
Miconia cuspidata;29363273,0754;59;13;13165829,0648177
Miconia decurrens;1530978,6252;4;4;1152632,2064931
Miconia dispar;55203367,6874;81;35;18519216,0421163
Miconia dodecandra;4629012,7906;9;2;3197316,04165311
Miconia dolichorrhyncha;23152633,2636;19;9;9770506,44376815
Miconia egensis;25816721,5946;18;10;16426270,8202914
Miconia elaeagnoides;32990741,7824;68;23;10500316,1015515
Miconia elata;25670408,2432;48;28;7069026,29088112
Miconia eriodonta;3459963,5336;3;3;3198994,50463077
Miconia eugenioides;1481100,1696;1;1;1628351,17357703
Miconia fragilis;10113383,67;19;7;7877564,69950415
Miconia glaucescens;1826017,028;4;4;1318582,45275267
Miconia grandifolia;2953708,6778;11;6;1545285,01868141
Miconia gratissima;44940277,1704;63;18;32973169,8132413
Miconia holosericea;83079289,2072;88;19;39418245,1405491
Miconia hylophila;3243552,9818;4;2;2581022,2908361
Miconia hypoleuca;6895673,9148;19;10;3368129,42750805
Miconia impetiolaris;589921,8186;1;1;570201,03354247
Miconia insularis;8007225,6266;3;3;4492089,95825512
Miconia klugii;9967336,9906;8;4;6996168,75901756
Miconia lamprophylla;6342584,8808;10;4;5174901,99736307
Miconia lepidota;65729493,2288;40;19;28655716,9366535
Miconia longifolia;16646285,8968;13;9;5635014,30830854
Miconia longispicata;8070370,2318;17;12;4460542,02238096
Miconia lourteigiana;14619477,7288;10;1;13114479,7843328
Miconia matthaei;830864,3552;3;2;587863,672731111
Miconia mattogrossensis;4780248,1254;3;1;5941454,14780045
Miconia minutiflora;107525536,8436;129;42;27494957,7532096
Miconia mirabilis;195845298,594;212;35;57187854,5483204
Miconia multiflora;20710667,7812;31;2;19156131,7749827
Miconia multispicata;7786961,5474;10;8;5058749,13625123
Miconia myriantha;23857506,4784;24;6;14946013,0938854
Miconia napoana;13525170,9282;24;13;4938628,2685908
Miconia nervosa;62436296,438;39;2;40515180,4017729
Miconia oraria;1389272,5776;1;1;1281073,91397197
Miconia phaeochaeta;1268020,8508;1;1;1291076,72550532
Miconia phaeophylla;18464709,0758;26;14;7016973,06223772
Miconia phanerostila;26432875,577;64;34;6155400,63070667
Miconia pilgeriana;5345253,327;20;9;2138977,76192252
Miconia plukenetii;168729,7836;1;1;180596,637051392
Miconia poeppigii;175163644,0332;208;34;62200974,166752
Miconia prancei;1187482,4878;2;2;1023230,78513756
Miconia prasina;13498005,7668;28;11;6514998,39884339
Miconia pterocaulon;587885,8952;2;2;486053,513039216
Miconia pubipetala;9408574,4182;10;3;6495786,45316842
Miconia pulverulenta;2800982,9108;1;1;2424093,82388006
Miconia punctata;235266535,416;330;118;44330060,3934573
Miconia pyrifolia;333378410,15;496;69;86651288,6680102
Miconia quadrialata;1322647,4796;2;1;1223024,88395013
Miconia regelii;2979679,3862;9;8;958998,278241303
Miconia rimachii;975505,823;1;1;901503,59907726
Miconia ruficalyx;67206543,0356;53;11;34881921,2560308
Miconia sellowiana;607866,5028;1;1;554381,654792386
Miconia serialis;6263331,235;19;7;3422850,74254597
Miconia serrulata;6116733,3374;3;2;5254316,50098229
Miconia spichigeri;574107,6196;1;1;632683,177849805
Miconia splendens;60454218,1938;121;34;16169375,7088635
Miconia stenostachya;376526,7248;1;1;391298,428722207
Miconia subspicata;609327,9152;2;1;624893,358511067
Miconia symplectocaulos;2819970,1908;6;3;2098455,5067289
Miconia ternatifolia;2362193,6748;7;2;1903582,53068453
Miconia tetrasperma;7038958,8464;15;7;3549547,74734389
Miconia tetraspermoides;3849818,5152;9;4;2386713,34955289
Miconia tomentosa;45639069,3982;50;15;22033792,7594352
Miconia traillii;6317409,826;6;4;4081140,13070144
Miconia trinervia;32742190,1962;33;17;13437917,2718973
Miconia triplinervis;25159063,5448;49;12;13432054,2855816
Miconia truncata;1420572,7568;1;1;1682878,56766194
Miconia tschudyoides;1213063,044;9;9;433065,850991026
Miconia woytkowskii;919646,1462;2;1;766541,303442369
Micrandra elata;386194238,3644;684;21;187650113,193448
Micrandra glabra;450113391,802;372;3;513716721,549083
Micrandra minor;159725624,0816;155;15;53757112,8420847
Micrandra rossiana;15650982,4326;27;8;7165128,52905903
Micrandra siphonioides;359859143,846;381;40;89352021,0015004
Micrandra spruceana;957460065,128;755;59;161397853,276154
Micrandra sprucei;882648748,69;843;10;408325904,305509
Micrandropsis scleroxylon;176502050,0284;279;26;68679476,5786284
Micropholis acutangula;124593640,5778;226;65;24833414,6580761
Micropholis brochidodroma;29123014,2736;23;14;12144014,2815816
Micropholis casiquiarensis;136300545,9388;128;49;55145444,3816555
Micropholis caudata;35490382,6378;62;29;7492023,67906568
Micropholis cayennensis;15060115,0764;41;15;4225733,69495125
Micropholis cylindrocarpa;29351354,8862;66;42;7283873,22013727
Micropholis cyrtobotrya;56568248,629;116;27;15457922,0739371
Micropholis egensis;323072946,362;479;166;73018918,5453611
Micropholis gardneriana;404061354,3354;1865;10;168442216,656752
Micropholis gnaphaloclados;2922150,3398;4;1;3303396,81429559
Micropholis grandiflora;1474094,059;1;1;1587168,19493743
Micropholis guyanensis;1350138854,84;2176;412;137471832,49009
Micropholis humboldtiana;1796314,9208;1;1;1811285,04625927
Micropholis longipedicellata;15362622,4456;42;17;4438112,77177922
Micropholis macrophylla;36284715,1136;32;9;11506453,5482067
Micropholis madeirensis;43439261,7846;44;20;11955918,6984597
Micropholis maguirei;162164661,292;143;7;95010614,520924
Micropholis melinoniana;165210768,2826;306;78;39363013,0726566
Micropholis mensalis;115195913,7656;139;40;42126490,3438364
Micropholis obscura;21515560,285;95;34;6354138,66399038
Micropholis porphyrocarpa;11046205,0878;20;12;2995588,70483604
Micropholis resinifera;100030953,8232;192;45;13812282,6514035
Micropholis sanctae-rosae;5998854,553;13;5;2733800,4187428
Micropholis splendens;82729184,2826;77;35;22928846,054882
Micropholis submarginalis;464132,2314;1;1;489411,827114566
Micropholis trunciflora;30398619,3338;61;40;8450735,94162736
Micropholis venulosa;670691995,92;957;334;115779852,515663
Micropholis williamii;143299653,994;321;112;15816061,3199426
Minquartia guianensis;986644622,998;1713;529;87197026,8235306
Misanteca aritu;22837428,3984;36;22;5184850,51479932
Mollia gracilis;544758136,729;335;22;293428722,751949
Mollia lepidota;337100684,832;315;34;133752393,850683
Mollia speciosa;229787623,1752;260;16;139244470,57031
Mollinedia killipii;18900564,9986;35;12;7019724,37340001
Mollinedia lanceolata;1232905,315;1;1;1563776,57415243
Mollinedia liesneri;860345,4476;1;1;1131180,08984872
Mollinedia ovata;9967580,4308;17;12;4130785,6497349
Mollinedia repanda;1768201,899;2;2;1694569,96055641
Mollinedia tomentosa;504563,287;2;2;368222,314860576
Monopteryx angustifolia;9417139,821;7;1;9497641,52021836
Monopteryx inpae;75112993,8744;131;30;20245698,1151919
Monopteryx uaucu;648615996,79;428;31;300656620,0306
Mora excelsa;418885373,0902;608;16;198369338,562483
Mora gonggrijpii;623776916,882;994;23;217962880,260865
Mora paraensis;308319272,6252;942;19;101591518,711823
Moronobea coccinea;38075320,731;123;43;7113112,967603
Moronobea esculenta;4125551,8002;4;2;3404167,83495037
Moronobea pulchra;1519900,6988;2;2;1796161,70498351
Moronobea riparia;4510716,6182;3;2;2979399,35672069
Mosannona papillosa;2175236,7934;1;1;2228569,67556819
Mosannona raimondii;2519450,167;1;1;2427255,496044
Mouriri acutiflora;239139455,3776;472;41;157656643,443704
Mouriri angulicosta;159580027,3862;184;37;121174669,807717
Mouriri apiranga;150800906,0276;223;45;53336341,2314011
Mouriri brachyanthera;57706555,3362;70;32;25600859,7932256
Mouriri brevipes;42222294,9982;31;5;41910175,6288452
Mouriri cauliflora;10816221,1852;15;9;4680086,51314955
Mouriri collocarpa;51100496,9208;89;53;14485159,2326805
Mouriri crassifolia;25382992,0366;122;53;5663470,61955652
Mouriri dimorphandra;5301090,3324;12;10;2427269,50699303
Mouriri duckeana;58449585,927;143;68;9467227,79660941
Mouriri duckeanoides;6722925,4342;11;8;2554526,82088465
Mouriri elliptica;1297557,1366;3;1;1817970,82168314
Mouriri ficoides;30239926,3638;22;9;17514467,6506706
Mouriri floribunda;172920,0236;1;1;203455,323971129
Mouriri francavillana;6496417,3944;8;7;4099517,3709276
Mouriri gleasoniana;2894014,252;1;1;2788875,99254838
Mouriri grandiflora;257703124,598;351;63;67651005,2826554
Mouriri guianensis;85748956,3824;61;12;63184079,827451
Mouriri huberi;35122199,0024;57;41;7676702,40950723
Mouriri laxiflora;2827102,6076;8;5;2230812,58092892
