Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Fusaea_longifolia;363;172;196912524,167242;193887733,8422;23641843,0061721
Tachigali_venusta;243;59;187899243,796465;193063096,38016;38266340,399426
Licania_buxifolia;779;20;186627717,529878;192796381,87736;55171260,6724735
Eschweilera_truncata;146;23;203517587,103527;192719904,95568;52005965,4353591
Matayba_elaeagnoides;81;3;188356081,178697;191992198,506661;112957931,199692
Pterocarpus_officinalis;1037;65;192735578,4119;191807302,67412;43407840,0717126
Elaeoluma_glabrescens;239;22;188682678,557751;190869895,5786;115911233,04012
Neea_floribunda;290;75;188934829,137312;190799870,51226;40267695,9490282
Theobroma_grandiflorum;93;35;189499565,457575;190419611,44552;43925686,7083202
Aspidosperma_parvifolium;363;89;189215492,622773;189676025,582;22464225,5398304
Bellucia_grossularioides;225;66;187552404,166449;189087956,75686;74255431,6517128
Gustavia_pulchra;145;9;184087874,103206;188636771,89491;81780428,9822676
Copaifera_multijuga;121;60;188738694,748723;188435073,49588;35970496,3681138
Licania_membranacea;689;115;183280123,137223;187302598,738;21060948,1430202
Henriquezia_nitida;169;6;193057661,704668;186706967,922762;149347396,999113
Dipteryx_odorata;320;171;190573916,913754;186091415,12;26568932,1712116
Siparuna_guianensis;256;75;184718855,608963;185986221,9188;30266360,7758589
Zygia_juruana;239;40;181888815,290203;185153417,62476;40753436,9376966
Perebea_guianensis;358;114;187925177,059187;184946572,1498;25278706,782653
Ocotea_porosa;75;2;180391393,407525;183928710,498;105390071,66961
Eschweilera_pseudodecolorans;272;72;188275756,870126;183723897,6018;87872042,088578
Sloanea_pubescens;326;99;180211573,186305;183589550,30222;48549315,8000357
Chaetocarpus_echinocarpus;292;17;179191166,690642;181767557,89854;58518383,7672432
Caraipa_utilis;256;6;195704564,492638;181455818,937696;82534157,4576117
Apuleia_leiocarpa;267;95;180985221,995428;180407710,0376;19015379,5267421
Neea_oppositifolia;226;91;179658721,212607;180008146,91622;38517777,1507
Cordia_nodosa;314;109;176184702,58306;179806261,1168;23012008,8280675
Swartzia_ulei;264;33;177142445,389;179781933,28198;51422043,0608959
Swartzia_schomburgkii;316;89;175592197,74534;179415391,51734;30627825,0492559
Licaria_cannella;422;168;176194587,175788;179126279,1592;24241745,9940745
Protium_divaricatum;264;68;175593326,762148;178657864,31492;60555267,8596704
Sorocea_briquetii;462;61;181360153,106516;178464993,3818;25828657,2185303
Anacardium_giganteum;208;104;180963010,699368;178455579,2692;25125244,9102398
Hirtella_triandra;324;77;176244073,452208;178194184,98456;28239107,2111526
Matisia_lasiocalyx;247;29;179909026,89147;178176798,72764;46484582,2264925
Clathrotropis_glaucophylla;240;6;172217474,607561;177925071,162258;120257986,971526
Eperua_glabriflora;490;100;175685976,004552;177781948,4808;23288627,6336653
Chrysophyllum_venezuelanense;272;91;178320066,189798;177685499,23144;50128569,0354845
Chaetocarpus_schomburgkianus;539;89;178923045,559442;177285805,995;29558710,2882439
Pouteria_anomala;472;135;174998669,871922;177146577,2988;18124721,8133326
Macrolobium_bifolium;250;45;180747378,887687;176643335,3601;39250150,7128311
Couratari_stellata;414;126;176914053,257533;176597817,2702;20695300,3346018
Matisia_malacocalyx;538;67;174158544,537736;175756217,1764;24070969,9355626
Geissospermum_argenteum;407;78;176819278,905768;175679392,44194;30570474,4000872
Parkia_igneiflora;200;52;181942874,404273;175598947,57202;56062624,2789198
Moquilea_egleri;252;76;174508412,634373;175426207,00216;38989678,0414172
Guarea_gomma;361;108;174345193,792841;174889719,0166;24560096,6898185
Sorocea_steinbachii;405;82;173728503,660004;174739685,5522;28881748,989671
Oxandra_riedeliana;204;34;175157499,956653;174280299,3967;57908136,2868236
Lunania_parviflora;450;58;174127816,775001;174266596,32596;31786838,4187233
Eschweilera_subglandulosa;287;36;174644640,685241;174121071,3632;34450495,5895766
Oxandra_asbeckii;840;81;169822845,87943;173984312,45034;36359791,8769927
Casearia_arborea;273;97;169328369,059469;173596162,1314;31263705,9833902
Xylopia_benthamii;296;93;176057885,240091;173461369,5587;31055674,0365128
Miconia_chrysophylla;238;36;170303759,28721;172994149,50502;47394399,5976993
Protium_robustum;241;61;174411067,002268;172400042,7061;32894036,7534356
Terminalia_grandis;213;134;174978473,044805;171665104,54472;41920327,4671994
Lecythis_persistens;1273;52;168033560,264275;170921730,7476;20513368,9262348
Matayba_inelegans;164;45;187227370,994892;170627154,42;55436870,7085235
Pouteria_trilocularis;239;81;173455546,526428;170198927,91326;54112417,5406031
Inga_stenoptera;318;46;163426691,501985;169905343,19456;41339525,2099018
Paypayrola_grandiflora;255;134;168836881,564399;169828061,0406;24620608,0836526
Leptobalanus_longistylus;191;79;169591222,941166;169745385,69614;26771549,0290719
Duguetia_echinophora;250;78;171173733,599247;169654000,2112;35055047,4920493
Swartzia_leiocalycina;557;23;167204780,402956;168995273,2185;52473548,5670899
Mollia_speciosa;260;16;183542957,647678;168884127,44994;69649092,4980446
Nectandra_amazonum;227;28;167351684,971338;168088877,13768;55872484,0043332
Guatteria_schomburgkiana;253;89;166725317,763443;167726242,70618;31592149,4866252
Theobroma_glaucum;332;72;162882480,427334;166930841,081;26432134,1806023
Simaba_cedron;311;89;168750893,924109;166435277,6456;23326110,6294903
Campsiandra_angustifolia;201;24;163840822,741164;166182654,00718;38856069,2213659
Himatanthus_articulatus;175;67;169838879,763318;165156475,76468;36774528,71204
Couratari_guianensis;261;168;166348962,490109;165148241,4378;18600798,805615
Xylopia_nitida;526;175;168165107,123576;165086927,3122;18713600,7485674
Astrocaryum_chambira;269;65;169338690,626725;164273466,30692;56018317,9231824
Tapura_acreana;186;30;163792411,139396;163367851,80474;44960032,5892239
Sandwithia_guyanensis;692;67;161861213,230465;163256228,87838;40213935,0023452
Helianthostylis_sprucei;313;98;162183212,082957;162231694,96896;25856898,0170172
Physocalymma_scaberrimum;315;33;162481407,831716;162191626,12098;62992370,2155145
Pouteria_gongrijpii;439;129;162230357,986983;162129523,9856;21422845,0770414
Parinari_excelsa;205;105;161058552,587976;161692155,08522;32387588,6329602
Swartzia_racemosa;451;90;160908595,343748;161586959,2557;21125836,3367228
Ilex_inundata;229;25;156884481,769739;161539402,24596;97761841,7832638
Trichilia_schomburgkii;227;83;161861143,620903;161524225,10892;58068375,0800685
Tapirira_obtusa;417;142;159415190,448064;161486287,1136;20773421,6902591
Hirtella_bicornis;310;109;162653609,536894;161340968,6753;51342879,1812174
Calycophyllum_spruceanum;242;45;159400654,007031;161262683,49406;55605077,4568614
Swartzia_benthamiana;188;59;161241940,16307;161129605,16102;35064274,1907921
Pachira_insignis;277;71;158827146,64454;161006314,90544;30377795,2316981
Pseudopiptadenia_psilostachya;444;127;157922108,095354;160866837,1898;19490126,6887903
Amaioua_glomerulata;334;72;157847883,018674;160703203,56962;38049488,1389383
Caraipa_longipedicellata;143;9;162909017,605176;160179607,220154;83198055,0964768
Duguetia_pycnastera;275;55;159304920,859254;160087795,74032;31850423,4305589
Couma_macrocarpa;205;101;162369493,631435;159864083,84924;19965002,8794031
Oxandra_xylopioides;219;71;161547103,265558;159578249,81224;29265647,5800823
Hevea_pauciflora;191;29;160006485,899617;159065111,7469;35369527,9013771
Diplotropis_martiusii;173;41;162311851,519456;158911740,8107;43231244,6445591
Hydrochorea_corymbosa;246;60;157444178,004123;158828719,71358;32750145,6403493
Pouteria_coriacea;414;102;154965714,029335;157668430,8338;14101531,7336222
Iryanthera_paraensis;236;60;158032881,223974;157597248,82498;30792094,0480218
Myrciaria_dubia;284;15;152472728,458745;157199339,66101;93825676,8709414
Alexa_confusa;209;6;154817757,09291;157127229,97378;51060934,9918028
Hymenopus_macrophyllus;374;73;161618803,63425;157052132,43196;24449800,0279733
Protium_pallidum;452;75;154147431,733597;156627395,0174;23806268,0254771
Chimarrhis_turbinata;405;142;156312752,52215;155999062,4002;17076304,3982257
Warszewiczia_coccinea;206;45;168387031,486822;155803350,4402;60698310,4946484
Croton_megalodendron;310;12;152122696,216852;155739420,10678;45829983,1274833
Pouteria_egregia;347;56;155604712,62888;154903700,58692;27787419,4320621
Aspidosperma_rigidum;231;92;151712216,029275;154780059,2965;25246012,6929134
Gallesia_integrifolia;181;37;162812931,997474;154739585,519;51757302,679615
Pouteria_multiflora;215;51;152746337,277023;154425175,56918;31710536,1508933
Aspidosperma_desmanthum;264;121;155268161,891297;153715416,2628;18070574,503366
Pouteria_hispida;240;127;153535943,215563;153477782,41122;22178416,9073726
Swartzia_recurva;371;139;151939582,831339;153304353,93882;21326782,8323125
Siphoneugena_occidentalis;222;3;141853015,747069;153117793,827561;115187402,86618
Macrolobium_gracile;232;35;149738870,737153;152672480,29816;57748558,6277871
Maprounea_guianensis;206;74;155456791,62995;152631373,84708;71595487,2434641
Leopoldinia_pulchra;207;4;148499199,003069;152465571,696014;125303133,238292
Pouteria_filipes;367;139;152228073,169944;152270220,6974;16751205,850528
Croton_cuneatus;161;39;150706125,947773;151848584,35526;44057538,8698171
Matayba_guianensis;222;37;144973484,627777;151372889,45834;44250171,044447
Naucleopsis_ulei;193;98;154673040,680613;150958438,58552;40354909,8815298
Gustavia_coriacea;173;6;152597527,842367;150651823,854922;76562328,7819328
Xylopia_frutescens;114;27;152520076,631585;150604664,07418;62474669,8027719
Sloanea_robusta;244;24;151029139,280885;150599791,80196;45284951,6571485
Pouteria_venosa;263;94;150085991,865851;150286267,2451;30841558,0915108
Eschweilera_micrantha;923;108;144587364,692358;150064783,55998;20252177,9513779
Hymenaea_parvifolia;196;97;148551005,824684;150039549,5181;19927979,943077
Protium_polybotryum;365;75;148907642,488731;149921636,7533;30719807,6007682
Virola_mollissima;190;96;154255394,926077;149767823,44892;31039928,7542409
Diospyros_guianensis;509;56;148901102,191787;149715879,7195;41590869,0769893
Licania_laxiflora;530;66;148401561,168846;149592797,02396;37636800,8895026
Protium_crassipetalum;181;70;146453255,888646;148709929,42302;37152294,3171403
Lecythis_confertiflora;459;38;149411456,725496;148466851,378;32818466,2402264
Clarisia_biflora;365;118;149325085,526583;147702230,8537;17118755,2039356
Sloanea_latifolia;170;69;146422939,530862;147578523,734;35350230,710074
Hasseltia_floribunda;175;55;147293343,534082;147261458,94828;63194151,8509628
Eschweilera_cyathiformis;258;40;137992321,657403;146277334,90694;61145663,7853538
Eugenia_patrisii;312;126;145575091,751987;146166197,21566;19575586,8064533
Pouteria_bilocularis;228;108;144374853,350982;145939388,48456;27273158,4256878
Swartzia_reticulata;334;86;145406582,847619;145510257,62848;18244177,5927643
Unonopsis_duckei;334;111;143655515,772146;144595830,8424;16959892,4611109
Mora_paraensis;635;19;139632453,484175;144572548,7225;45658371,4490497
Ocotea_splendens;140;55;149611729,250488;144481410,27692;54631882,1650397
Aspidosperma_spruceanum;240;107;141231764,882698;144128539,5237;29867136,2736626
Xylopia_sericea;214;41;138800739,482472;143568031,43626;58619689,3705602
Maquira_calophylla;260;156;143718204,104633;143255701,1454;14288170,3684846
Catostemma_commune;343;38;144532020,110333;143123474,28772;29933551,7915596
Zygia_inaequalis;296;35;139561944,74348;142740315,23996;36741654,6223712
Tachigali_melanocarpa;95;34;139384946,774528;142130718,67922;43243965,0902786
Martiodendron_elatum;86;33;141734720,940464;141627837,2775;79459894,9822893
Micrandropsis_scleroxylon;287;27;142920653,355653;141544047,6226;49213284,2679174
Macrolobium_microcalyx;258;44;143333862,35826;141178391,00858;31798385,929438
Pouteria_engleri;319;104;142532765,095223;141055768,80392;23320065,1421703
Sorocea_guilleminiana;262;92;139791356,662459;140892189,37312;30677036,8302031
Qualea_rosea;433;41;144367001,985761;140721759,38706;34387933,1854327
Perebea_xanthochyma;325;90;141557147,067927;140634012,35458;19906386,4068563
Guarea_purusana;147;52;146081251,43525;140512441,08362;31028303,5307423
Lueheopsis_rosea;202;98;137843348,573508;140254332,52608;26196491,245823
Eschweilera_rufifolia;313;67;137145036,227154;139719187,0368;19335100,6989265
Quararibea_duckei;416;14;135234502,427315;139331520,10108;48469858,1716615
Tabebuia_insignis;570;23;141860952,108827;139238779,43028;47349465,7386354
Hymenopus_latifolius;195;60;136709528,486309;139084404,62508;35973594,9046233
Combretum_leprosum;225;8;139221480,568501;138421859,45025;74950776,0243045
Onychopetalum_amazonicum;229;83;138774679,047833;138355585,6341;17983690,9888129
Terminalia_oblonga;230;72;138894627,619295;138306925,90574;32487633,6474963
Pradosia_schomburgkiana;437;32;136057682,57933;137763685,35826;37723612,6271958
Amphirrhox_longifolia;187;71;139481639,02745;137562515,55082;30890457,5195313
Eschweilera_carinata;66;25;138904187,005583;137340329,53898;58323211,5086196
Micropholis_williamii;313;109;136175187,154514;136677903,654;13171559,3315132
Cordia_alliodora;210;75;135590439,62234;136469451,93496;22700620,3838583
Eschweilera_collina;371;104;136733248,980886;136298370,94728;24153953,1490661
Swartzia_tomentifera;140;33;134406462,487516;135631310,11614;51764053,2653311
Eschweilera_ovata;198;22;131811489,386264;135148766,50878;38526172,604489
Guazuma_ulmifolia;257;74;132185368,852712;135067436,4726;22886408,0038861
Ecclinusa_ramiflora;189;74;135496351,828483;135057563,28628;28506505,4371804
Licaria_guianensis;261;124;136225117,364193;134901452,17748;28370060,5411147
Matayba_arborescens;207;50;139109245,139644;134813141,32228;31936764,0136603
Amanoa_oblongifolia;120;18;135122506,956185;134797075,34694;56038472,1786667
Ficus_maxima;263;92;131540348,376443;134323865,0899;20692606,1655089
Inga_splendens;207;63;131515856,789482;134289435,37254;37852726,261308
Abarema_laeta;235;74;131916291,096221;134275857,1547;20622644,4577489
Ceiba_pentandra;168;89;135369535,345969;134082618,87208;22630167,0862803
Virola_multinervia;212;137;131958040,422519;133535343,03158;23102511,0047827
Brosimum_alicastrum;250;73;133878928,817902;133490571,9546;25938226,8581863
Micropholis_maguirei;141;6;127496686,999552;133427657,406424;74507641,992896
Andira_unifoliolata;181;86;132273481,686887;133268334,56266;44856860,8795568
Hymenopus_intrapetiolaris;135;18;136482740,91109;133175761,90504;46316165,4993229
Anaxagorea_brevipes;203;29;129066180,74352;132614311,02918;77167462,8455749
Cecropia_ficifolia;260;70;130285695,285705;132571792,9125;43566130,6432861
Couratari_macrosperma;95;37;135921658,592393;132571450,45866;26728309,7563028
Corythophora_alta;218;71;129853484,047794;132024618,60984;27817631,1235027
Neea_divaricata;201;63;134925524,593242;131997026,4747;34873731,2232816
Licania_hypoleuca;175;64;130015323,661448;131420877,78214;34332337,6618236
Erisma_calcaratum;106;16;139339467,666841;131294822,76978;50249145,8589363
Pouteria_eugeniifolia;307;160;130409957,124669;131267437,12132;12101024,0201905
Duroia_duckei;137;26;131529571,906548;131260939,13364;65997300,5463616
Bocoa_viridiflora;313;107;129768148,656984;130624122,27024;21790444,1150597
Myrciaria_floribunda;191;106;131667612,867225;130472731,21742;32990896,9727711
Ruizterania_retusa;389;11;125423974,065741;130355216,51677;60364376,603902
Parkia_pendula;170;126;130184328,970844;130178367,71194;20884315,3463976
Inga_heterophylla;216;82;127737106,606296;130163869,9247;22208146,9731874
Jacaratia_spinosa;164;62;130302691,981648;129690446,6189;23055498,2055016
Jacaratia_digitata;262;77;130710332,671889;129666090,57696;31288658,2780036
Bocoa_prouacensis;736;66;126975082,267325;129645916,1763;25947052,1488146
Pogonophora_schomburgkiana;380;103;126918429,604353;129026456,9575;20762363,3039778
Naucleopsis_glabra;144;55;134356624,647689;128864255,78278;37772288,6184076
Tapura_guianensis;383;105;131899715,877733;128462398,30996;21560745,3000752
Eriotheca_globosa;286;121;128820213,581236;128297958,28834;25033930,767366
Ocotea_canaliculata;255;85;125579571,699473;127319366,05522;23576345,916442
Ocotea_schomburgkiana;471;35;122352332,782464;127206601,35682;25933841,4934685
Miconia_poeppigii;207;34;123295301,375283;126871976,32404;45277699,4399841
Alchorneopsis_floribunda;212;112;124500017,816646;126460661,19602;18584829,7066734
Heisteria_acuminata;177;81;123129590,87334;126344553,32966;27803776,8466615
