Species;population;N ind;N plots
Carapa_megistocarpa;444277,573055944;6;1
Carapa_procera;121230310,556384;514;111
Carapichea_adinantha;340880,274542665;1;1
Carapichea_ligularis;2264624,8210625;2;2
Cardiopetalum_calophyllum;2844000,26316067;5;5
Cariniana_domestica;29947713,2389285;29;11
Cariniana_estrellensis;18655181,5783982;25;16
Cariniana_ianeirensis;19936477,6564418;26;6
Cariniana_legalis;13147079,7056561;7;4
Cariniana_micrantha;75199901,022933;205;98
Carpotroche_amazonica;3010074,64410591;5;3
Carpotroche_brasiliensis;1473010,94413443;3;3
Carpotroche_crispidentata;7247704,46339731;25;20
Carpotroche_grandiflora;605880,627179584;1;1
Carpotroche_longifolia;1242045,67421411;5;5
Caryocar_amygdaliforme;10106354,9596164;31;17
Caryocar_brasiliense;508936,687251228;1;1
Caryocar_edule;7599697,03210097;8;4
Caryocar_glabrum;403942702,126741;1042;469
Caryocar_gracile;35765762,0508093;66;19
Caryocar_harlingii;4271915,8159047;10;8
Caryocar_microcarpum;67347022,9991869;173;66
Caryocar_nuciferum;10095562,6811701;31;18
Caryocar_pallidum;46022925,3342504;99;60
Caryocar_villosum;69030587,0660885;228;120
Caryodaphnopsis_fosteri;8298676,33762646;33;21
Caryodaphnopsis_inaequalis;1772287,49122212;4;3
Caryodaphnopsis_parviflora;207356,986449865;1;1
Caryodaphnopsis_tomentosa;2579366,40302606;10;8
Caryodendron_amazonicum;738356,338614596;7;2
Caryodendron_orinocense;34127157,9384025;151;46
Casearia_aculeata;61092910,0361924;127;39
Casearia_acuminata;1888828,48910328;2;2
Casearia_arborea;276072224,592235;654;161
Casearia_combaymensis;15404803,9912353;74;52
Casearia_commersoniana;10244158,0873489;17;9
Casearia_corymbosa;9752770,76261607;28;14
Casearia_decandra;51803840,3713902;278;94
Casearia_duckeana;5138577,96145835;12;11
Casearia_fasciculata;8370939,71677956;14;7
Casearia_gossypiosperma;191026553,876091;358;54
Casearia_grandiflora;68947674,7121965;137;33
Casearia_guianensis;6862705,80878947;5;5
Casearia_javitensis;220695962,755117;984;310
Casearia_macrocarpa;310837,517635312;2;1
Casearia_manausensis;3544233,61478227;9;8
Casearia_mariquitensis;16254117,9821247;61;18
Casearia_megacarpa;1215717,50633318;5;3
Casearia_mollis;1569015,66300698;4;4
Casearia_negrensis;4583973,63872257;32;16
Casearia_oblongifolia;171534,078909722;1;1
Casearia_obovalis;2286157,26139931;10;7
Casearia_obovata;2423127,11262184;5;3
Casearia_pitumba;52303703,1564204;151;79
Casearia_prunifolia;1580369,2050632;4;4
Casearia_resinifera;11266309,1125302;6;3
Casearia_rusbyana;1208283,49053009;8;7
Casearia_spinescens;16201450,2887288;31;8
Casearia_spruceana;1381214,59927623;2;2
Casearia_sylvestris;129516266,363386;493;159
Casearia_uleana;27929628,8462588;96;15
Casearia_ulmifolia;40367421,6164208;139;72
Casearia_zizyphoides;11736685,8905327;37;7
Casimirella_ampla;2787257,33037097;18;8
Casimirella_rupestris;163167,074865579;2;1
Cassia_cowanii;3712239,84594182;15;10
Cassia_fastuosa;4866469,36307829;14;10
Cassia_leiandra;51711968,0979508;91;26
Cassia_moschata;2958997,76640481;7;5
Cassia_rubriflora;10053563,6962021;24;18
Cassia_spruceana;62222451,5414934;99;41
Cassia_swartzioides;683790,088165883;1;1
Cassipourea_guianensis;113603039,159569;592;89
Cassipourea_lasiocalyx;9005105,67512078;30;5
Cassipourea_peruviana;16334275,4291023;39;26
Castilla_elastica;351260,675890595;2;2
Castilla_ulei;254277302,270507;383;147
Cathedra_acuminata;48311622,9730882;184;67
Cathedra_paraensis;13585439,0737304;18;4
Catostemma_albuquerquei;1961824,53549876;18;13
Catostemma_altsonii;20945983,1595576;126;1
Catostemma_cavalcantei;786498,480485145;1;1
Catostemma_commune;182238150,295899;553;51
Catostemma_ebracteolatum;3958569,44652828;4;2
Catostemma_fragrans;511824860,492795;2501;105
Catostemma_hirsutulum;465758,197148103;1;1
Catostemma_milanezii;6004293,65993564;19;6
Catostemma_sancarlosianum;10170096,4321674;19;3
Catostemma_sclerophyllum;37085142,6755454;214;15
Cavanillesia_hylogeiton;10649855,9795152;17;8
Cavanillesia_platanifolia;3429117,69132436;3;1
Cavanillesia_umbellata;27309143,3556771;39;17
Cecropia_angulata;5387210,3232042;14;6
Cecropia_angustifolia;11480319,7962009;23;7
Cecropia_concolor;143330670,652556;281;66
Cecropia_distachya;229823073,237436;606;160
Cecropia_engleriana;77139338,554921;248;81
Cecropia_ficifolia;152297242,116906;382;106
Cecropia_glaziovii;5118652,980086;6;1
Cecropia_herthae;10779380,5886246;46;22
Cecropia_hololeuca;1464474,23111601;2;1
Cecropia_insignis;3504381,30905796;5;1
Cecropia_latiloba;308919087,952877;830;73
Cecropia_litoralis;3530382,87854096;8;3
Cecropia_marginalis;3153760,02497176;6;5
Cecropia_membranacea;324701157,096844;551;103
Cecropia_metensis;1527050,63718583;2;2
Cecropia_obtusa;97883735,7474582;539;143
Cecropia_obtusifolia;2691587,68723855;8;3
Cecropia_pachystachya;14896171,5391774;97;7
Cecropia_palmata;117497597,810815;461;80
Cecropia_peltata;43251674,2462415;159;22
Cecropia_polystachya;36061265,9624125;68;20
Cecropia_purpurascens;26701225,0038252;74;33
Cecropia_putumayonis;8306493,53017065;29;14
Cecropia_sciadophylla;614683693,946574;1812;414
Cecropia_strigosa;2313273,86787958;6;3
Cecropia_ulei;412741,488247877;5;4
Cecropia_utcubambana;7131753,8571197;14;1
Cedrela_fissilis;37034125,0240185;90;47
Cedrela_nebulosa;1576507,36726255;1;1
Cedrela_odorata;110336099,827187;225;141
Cedrelinga_cateniformis;252081631,905147;485;155
Ceiba_boliviana;1675105,95505748;3;3
Ceiba_chodatii;34245708,4167793;47;21
Ceiba_crispiflora;2876344,63161377;2;1
Ceiba_insignis;43618429,524059;73;19
Ceiba_pentandra;171201775,764311;308;162
Ceiba_samauma;74370314,7924478;157;62
Celtis_iguanaea;14185516,0462438;22;6
Celtis_loxensis;6923938,9582605;10;3
Celtis_schippii;452782694,075659;1152;161
Cenostigma_macrophyllum;100727510,371227;310;3
Cenostigma_tocantinum;474638233,283712;851;30
Centrolobium_microchaete;62606720,7517472;91;7
Centrolobium_paraense;21149998,9565793;37;10
Centronia_laurifolia;13959272,1225329;61;2
Cereus_vargasianus;1464782,01499198;3;1
Cespedesia_spathulata;44923545,7024887;102;36
Cestrum_fulvescens;239378,889348376;1;1
Cestrum_microcalyx;1147884,14193217;3;2
Cestrum_racemosum;6085450,49582302;9;4
Cestrum_schlechtendalii;4771174,47832674;18;13
Chaetocarpus_echinocarpus;227813201,10626;429;26
Chaetocarpus_schomburgkianus;276758660,371388;915;103
Chamaecrista_adiantifolia;116987164,590884;243;27
Chamaecrista_apoucouita;32955384,2913219;170;17
Chamaecrista_bahiae;9518976,67482115;14;7
Chamaecrista_hymenaeifolia;605880,627179584;1;1
Chamaecrista_negrensis;21746516,4435476;59;13
Chamaecrista_paniculata;658645,891863078;1;1
Chamaecrista_scleroxylon;7187749,00432967;16;7
Chamaecrista_xinguensis;21127160,7897503;60;16
Chaunochiton_angustifolium;3989411,17866423;27;4
Chaunochiton_kappleri;82932818,3176386;366;163
Chaunochiton_loranthoides;7199381,73594121;24;8
Cheiloclinium_belizense;383465,347906737;1;1
Cheiloclinium_cognatum;713468588,884047;1245;143
Cheiloclinium_hippocrateoides;4677283,40134745;8;6
Chelyocarpus_chuco;52253404,8555776;106;11
Chelyocarpus_ulei;4256814,7366683;22;6
Chimarrhis_barbata;40513267,059237;103;39
Chimarrhis_duckeana;25545180,9470481;38;21
Chimarrhis_gentryana;37629375,6881827;46;21
Chimarrhis_glabriflora;50383593,6167717;142;34
Chimarrhis_hookeri;13763932,3263486;42;23
Chimarrhis_microcarpa;3840390,30430564;19;4
Chimarrhis_turbinata;151460970,01159;1163;209
Chionanthus_implicatus;1525995,63033602;8;7
Chione_venosa;273536,121740889;2;2
Chlorocardium_rodiei;267655551,129606;1029;30
Chlorocardium_venenosum;17136733,207086;37;18
Chloroleucon_acacioides;1171777,31216751;2;2
Chloroleucon_mangense;1329552,95644962;2;2
Chomelia_gracilis;1621599,57619162;1;1
Chomelia_malaneoides;1174427,73094548;2;2
Chomelia_obtusa;1018524,00588691;2;2
Chomelia_paniculata;1884375,71657193;5;2
Chomelia_pohliana;3524640,25492875;9;4
Chomelia_polyantha;4567755,62965494;8;4
Chomelia_spinosa;1003583,35175056;4;4
Chomelia_tenuiflora;49265598,1213675;90;35
Chromolucuma_rubriflora;25501436,2702808;46;20
Chrysochlamys_bracteolata;8130860,56138208;28;10
Chrysochlamys_membranacea;36233775,1332358;147;37
Chrysochlamys_ulei;13322993,1644298;88;17
Chrysochlamys_weberbaueri;22270402,5662051;58;19
Chrysophyllum_amazonicum;145703781,809671;212;74
Chrysophyllum_argenteum;198338212,612773;607;195
Chrysophyllum_bombycinum;33556704,2844763;80;31
Chrysophyllum_colombianum;15323538,5326822;55;20
Chrysophyllum_cuneifolium;43086532,6511427;502;96
Chrysophyllum_durifructum;1174138,22662736;9;4
Chrysophyllum_eximium;14008970,1108215;99;24
Chrysophyllum_gonocarpum;52370714,1159077;87;23
Chrysophyllum_lucentifolium;107666665,840826;443;95
Chrysophyllum_manaosense;95745060,3828588;188;72
Chrysophyllum_oliviforme;1010687,9205759;2;2
Chrysophyllum_ovale;1200829,51097209;5;3
Chrysophyllum_parvulum;326316,212857234;1;1
Chrysophyllum_pomiferum;114644677,852718;272;136
Chrysophyllum_prieurii;339232409,14571;1027;269
Chrysophyllum_revolutum;10253474,1049439;21;1
Chrysophyllum_sanguinolentum;733335042,948367;2028;377
Chrysophyllum_scalare;4924724,58888288;12;6
Chrysophyllum_sparsiflorum;27343713,0831089;67;37
Chrysophyllum_superbum;7271396,48934369;17;11
Chrysophyllum_ucuquirana-branca;32040496,7538133;104;47
Chrysophyllum_venezuelanense;88151858,7439668;365;116
Chrysophyllum_wilsonii;1702084,43909063;12;9
Ciliosemina_pedunculata;17510831,7638652;55;12
Cinchonopsis_amazonica;8274565,6409159;17;8
Cinnamodendron_tenuifolium;957257,638903651;1;1
Citharexylum_macrophyllum;8509053,62796106;10;5
Citharexylum_poeppigii;7000766,95322777;10;7
Citharexylum_reticulatum;242142,219012344;2;1
Citharexylum_spinosum;8698979,98001993;23;4
Citronella_incarum;9601771,68724005;38;23
Citronella_melliodora;360283,644106511;1;1
Citronella_paniculata;1255882,07676436;3;1
Clarisia_biflora;154773965,630007;472;151
Clarisia_ilicifolia;60849386,445951;282;71
Clarisia_racemosa;490025413,754513;1190;407
Clathrotropis_brachypetala;65068571,9433039;214;44
Clathrotropis_brunnea;36807006,3947422;81;6
Clathrotropis_macrocarpa;1221939636,36215;2358;104
Clathrotropis_nitida;74883263,8497072;178;22
Clavija_imatacae;340541,772349678;1;1
Clavija_lancifolia;1343090,69950049;3;3
Clavija_ornata;1776740,62837057;3;3
Clavija_procera;254807,592924675;2;2
Clavija_weberbaueri;843774,270387715;2;2
Cleidion_amazonicum;1590667,40641526;2;2
Cleidion_praealtum;258077,388034315;1;1
Clerodendrum_ulei;2138074,85754508;11;7
Clusia_amazonica;4862020,72297416;17;11
Clusia_candelabrum;2454860,86188524;15;5
Clusia_gaudichaudii;333350,848483407;1;1
Clusia_grammadenioides;786498,480485145;1;1
Clusia_hammeliana;24205827,1426357;32;2
Clusia_haughtii;1144749,13176263;1;1
Clusia_hoffmannseggiana;5872865,9295536;11;6
Clusia_nigrolineata;1068536,01094754;2;2
Clusia_obovata;1180031,03201024;1;1
Clusia_octandra;766424,950777989;1;1
Clusia_platystigma;137060,209013092;1;1
Clusiella_axillaris;955251,806616576;1;1
Coccoloba_acuminata;3158928,89886765;4;2
Coccoloba_caracasana;739178,564436951;1;1
Coccoloba_charitostachya;3042303,34329946;3;2
Coccoloba_colombiana;3700379,70866171;4;3
Coccoloba_coronata;9976806,42756246;52;22
Coccoloba_densifrons;259060579,327049;638;138
Coccoloba_dugandiana;4961733,20691951;8;3
Coccoloba_excelsa;9114636,7253636;16;12
Coccoloba_latifolia;12241954,0157514;32;18
Coccoloba_lehmannii;16249172,9951709;52;28
Coccoloba_marginata;765451,25201557;1;1
Coccoloba_microstachya;367472,342829217;2;2
Coccoloba_mollis;112582930,39528;207;90
Coccoloba_ovata;21139178,8790266;31;9
Coccoloba_padiformis;9746064,37042558;12;3
Coccoloba_paraensis;825425,99481399;2;2
Coccoloba_parimensis;9161445,53298675;12;5
Coccoloba_peruviana;10590974,5970881;15;8
Coccoloba_striata;13788696,9619559;20;9
Coccoloba_warmingii;2582080,63020472;11;8
Coccoloba_williamsii;2605571,77543143;11;6
Cochlospermum_orinocense;57518452,2361588;117;27
Cochlospermum_regium;3238373,51199453;2;1
Cochlospermum_vitifolium;5756287,76233996;8;5
Cojoba_arborea;3047837,37768007;11;4
Colubrina_arborescens;8267034,00947298;48;10
Colubrina_glandulosa;20149692,2062705;21;11
Colubrina_spinosa;353720,975055891;2;2
Combretum_laxum;24813703,5471656;70;30
Combretum_leprosum;119986883,188098;225;8
Commiphora_leptophloeos;1683954,12249558;4;1
Compsoneura_capitellata;90847917,7880877;216;77
Compsoneura_sprucei;48181898,270278;123;57
Compsoneura_ulei;9766094,70484291;21;14
Conceveiba_guianensis;613641528,690032;1582;494
Conceveiba_hostmannii;187887,901983311;1;1
Conceveiba_latifolia;1325154,04351966;4;3
Conceveiba_martiana;94451127,9946132;193;97
Conceveiba_maynasensis;1026180,84897121;2;2
Conceveiba_rhytidocarpa;84252173,0413865;170;65
Conceveiba_terminalis;99876076,3505936;285;65
Conceveiba_tristigmata;15057934,7646347;39;5
Conchocarpus_silvestris;2837306,52197946;4;1
Conchocarpus_toxicarius;390421,170337041;2;1
Conchocarpus_ucayalinus;1815449,44531257;2;2
Condaminea_corymbosa;371388,371371875;1;1
Connarus_erianthus;6833622,9306378;47;23
Connarus_fasciculatus;2976599,55821919;5;5
Connarus_perrottetii;59391038,0914147;285;61
Connarus_punctatus;2105431,78553523;2;2
Connarus_ruber;4592774,54713554;6;4
Conostegia_cuatrecasii;12912094,1552503;8;2
Copaifera_duckei;10932322,9791598;22;14
Copaifera_epunctata;1639420,87138213;6;5
Copaifera_glycycarpa;2215723,77058267;3;3
Copaifera_guyanensis;14203287,6729965;26;9
Copaifera_langsdorffii;73572799,615885;117;22
Copaifera_martii;8436274,98222146;12;6
Copaifera_multijuga;248982852,257909;316;134
Copaifera_oblongifolia;2626949,28542403;4;2
Copaifera_officinalis;14445040,5097243;19;5
Copaifera_paupera;12710183,2604763;14;4
Copaifera_pubiflora;17057049,7224118;33;8
Copaifera_reticulata;45806469,9403664;145;79
Cordia_acutifolia;2670709,97461139;8;2
Cordia_alliodora;129185865,983532;295;95
Cordia_bicolor;205259470,580823;872;144
Cordia_collococca;1379906,49729167;10;7
Cordia_ecalyculata;159036,426716039;2;2
Cordia_eriostigma;204151,212800886;1;1
Cordia_exaltata;182324700,082607;834;202
Cordia_fallax;22139697,621977;31;15
Cordia_fulva;2930601,81398741;5;3
Cordia_glabrata;62548,1108792821;1;1
Cordia_goeldiana;157482894,285333;311;86
Cordia_gracilipes;404951,408959784;2;1
Cordia_hebeclada;7973022,2660591;24;17
Cordia_iguaguana;35001349,0487459;43;4
Cordia_kingstoniana;2365976,04393582;6;6
Cordia_laevifrons;20592079,601928;99;26
Cordia_lanciloba;3150882,72202196;3;3
Cordia_lasseri;7138852,4278061;19;12
Cordia_lomatoloba;29261261,3987538;92;46
Cordia_lutea;19450093,36501;41;9
Cordia_mexiana;3463201,30698987;12;8
Cordia_naidophila;10034289,4770794;16;6
Cordia_nodosa;187211641,279698;433;159
Cordia_panamensis;10839685,3862564;23;12
Cordia_panicularis;7372741,48986601;23;16
Cordia_ripicola;5438513,51293569;14;9
Cordia_saccellia;656761,986426392;1;1
Cordia_sagotii;41484435,3355033;172;69
Cordia_scabrifolia;37761057,4588826;212;57
Cordia_sellowiana;43995454,6933689;73;39
Cordia_sericicalyx;14358128,6374456;39;10
Cordia_silvestris;3836790,72111607;9;6
Cordia_spinescens;377254,603807903;1;1
Cordia_sprucei;6893409,24858482;62;13
Cordia_tetrandra;98867169,919739;731;87
Cordia_toqueve;15025562,6382709;41;23
Cordia_trachyphylla;1024026,51683597;8;7
Cordia_trichotoma;3717007,23243279;18;5
Cordia_ucayaliensis;78484124,1848881;219;99
Cordia_ulei;1875587,9956419;6;5
Cordiera_garapatica;1767640,08990728;4;2
Cordiera_hadrantha;11639487,1654989;40;5
Cordiera_longicaudata;2643589,23532981;6;6
Cordiera_macrophylla;62661695,2857283;134;34
Cordiera_myrciifolia;11346087,2319962;39;25
Cordiera_triflora;1479411,44078181;2;2
Corythophora_alta;129949709,241648;467;114
Corythophora_amapaensis;5442311,17053437;32;6
Corythophora_labriculata;23424955,9665159;94;15
Corythophora_rimosa;31949568,0888546;150;57
Cosmibuena_grandiflora;997850,348555912;6;5
Couepia_bernardii;37003461,3396094;88;10
Couepia_bracteosa;116324742,80985;307;135
Couepia_caryophylloides;21731526,5320203;156;61
Couepia_chrysocalyx;31861375,1318769;67;29
Couepia_cidiana;1946346,75601527;1;1
Couepia_excelsa;4801666,97149924;30;19
Couepia_exflexa;8324302,76544494;31;13
Couepia_glabra;528334,8241013;4;3
Couepia_guianensis;409939539,163186;1367;292
Couepia_habrantha;2223419,24063979;19;14
Couepia_joaquinae;5823516,85275706;20;9
Couepia_krukovii;1560893,53728227;3;3
Couepia_latifolia;15294572,6892198;36;21
Couepia_macrophylla;47484246,2596263;138;41
Couepia_magnoliifolia;13342261,2744935;35;30
Couepia_obovata;44406414,6449958;89;51
Couepia_paraensis;212874408,785161;418;74
Couepia_rankiniae;76170,6102315353;1;1
Couepia_reflexa;669410,835511506;2;1
Couepia_robusta;55635893,8443283;123;52
Couepia_sandwithii;3072972,41387655;13;8
Couepia_scottmorii;106674,664187228;2;1
Couepia_spicata;1929737,24837486;4;3
Couepia_subcordata;13526557,8732269;29;10
Couepia_trapezioana;843418,651237047;2;1
Couepia_ulei;36375353,5758269;55;32
Couepia_venosa;662671,464717519;1;1
Couepia_williamsii;9194417,19922761;25;7
Couma_catingae;94995467,111007;101;20
Couma_guianensis;82958652,8075052;354;149
Couma_macrocarpa;141799627,619666;313;152
Couma_utilis;105375081,859279;247;55
Couratari_calycina;2074735,40560749;35;8
Couratari_gloriosa;1895909,39194143;5;5
Couratari_guianensis;145817734,555325;493;264
Couratari_longipedicellata;16388614,873114;133;34
Couratari_macrosperma;73884574,2708859;102;42
Couratari_multiflora;65774736,6801168;317;108
Couratari_oblongifolia;18837287,8256055;92;45
Couratari_oligantha;93229374,5677297;160;27
Couratari_riparia;1841624,08109604;16;1
Couratari_stellata;181108461,204879;552;182
Couratari_tauari;23199930,3116133;77;37
Couratari_tenuicarpa;41410062,1149658;81;14
Couroupita_guianensis;59752409,2376971;116;51
Couroupita_subsessilis;36566006,0239054;51;23
Coursetia_ferruginea;6777079,71512425;22;8
Coussapoa_asperifolia;4593211,39715529;9;7
Coussapoa_jatun-sachensis;960558,186308877;3;3
Coussapoa_latifolia;2594281,8368264;6;6
Coussapoa_longepedunculata;1113626,03668817;4;3
Coussapoa_nitida;21866806,0316506;26;10
Coussapoa_orthoneura;26857533,6259269;80;54
Coussapoa_ovalifolia;14812387,7832029;33;24
Coussapoa_parvifolia;1019960,20899359;2;2
Coussapoa_sprucei;1144994,6244129;1;1
Coussapoa_tessmannii;1063286,40520726;2;2
Coussapoa_trinervia;53554376,8997538;115;60
Coussapoa_villosa;6718644,59497819;24;19
Coussarea_albescens;48892997,9007267;226;36
Coussarea_ampla;9619283,37753464;25;15
Coussarea_amplifolia;478857,168932515;2;2
Coussarea_bernardii;421085,007888154;3;2
Coussarea_brevicaulis;927398,913097557;6;4
Coussarea_capitata;651412,729509682;1;1
Coussarea_cephaeloides;638593,682789024;5;3
Coussarea_duckei;720067,269790514;4;1
Coussarea_dulcifolia;1338403,47961893;1;1
Coussarea_ecuadorensis;296185,048703963;4;1
Coussarea_grandis;2565615,45851507;4;3
Coussarea_granvillei;39971,0776171383;1;1
Coussarea_hallei;286263,114620691;4;1
Coussarea_hirticalyx;38779908,4793991;44;7
Coussarea_hydrangeifolia;512218,713806562;3;3
Coussarea_klugii;3384275,65384214;14;5
Coussarea_leptophragma;1832280,81007221;2;2
Coussarea_longiflora;2832367,9265048;2;2
Coussarea_machadoana;79880,3442582442;1;1
Coussarea_macrophylla;4638170,17629815;18;5
Coussarea_obliqua;904018,962667098;8;4
Coussarea_paniculata;36208861,1894;125;31
Coussarea_platyphylla;2634891,40118715;17;6
Coussarea_revoluta;1924943,2594688;6;6
Coussarea_tenuiflora;771549,994350191;5;3
Coussarea_violacea;1175227,31460975;2;2
Coutarea_hexandra;16399491,4135395;60;9
Crateva_tapia;229818880,036177;694;55
Cremastosperma_brevipes;8176251,46140664;11;3
Cremastosperma_cauliflorum;4183333,50698412;12;10
Cremastosperma_gracilipes;886752,682094365;3;2
Cremastosperma_leiophyllum;10254286,5848949;15;5
Cremastosperma_longicuspe;489034,770555791;1;1
Cremastosperma_megalophyllum;2963569,00533137;10;4
Cremastosperma_monospermum;711775,363541152;2;1
Cremastosperma_napoense;751448,590064295;2;2
Croton_blanchetianus;859637,623621352;2;1
Croton_cajucara;1325324,32778609;4;3
