"species";"population";"N.ind";"N.plots";"pop.sd"
"Terminalia_oxycarpa";71229123,6270599;93;35;22997908,9327202
"Talisia_retusa";71208130,0364599;70;14;23987747,9957614
"Rinorea_flavescens";71083531,3861;155;36;15846615,9542813
"Pachira_nervosa";71053259,3577399;92;34;23479553,362176
"Gustavia_longifolia";70959985,62254;298;57;11105003,9376337
"Anisophyllea_guianensis";70618635,2902199;140;15;21853794,7290659
"Pouteria_freitasii";70280984,60024;143;49;13848842,8415422
"Byrsonima_stipulacea";70125099,1290399;134;42;32396759,4245047
"Ladenbergia_amazonensis";70116137,99642;110;27;18151996,5132913
"Pouteria_gardneri";70087931,526808;93;15;44541910,4130183
"Ocotea_floribunda";70034007,77676;195;81;10159980,3675714
"Margaritaria_nobilis";69951969,8731;152;63;13991922,9320662
"Chrysophyllum_gonocarpum";69869389,8227041;85;21;26568674,2844044
"Vismia_cayennensis";69774997,15898;89;46;18817362,1983297
"Stryphnodendron_pulcherrimum";69513111,90984;87;63;19183460,8497983
"Guarea_cinnamomea";69475516,6846401;119;54;11357333,5648349
"Andira_inermis";69240717,96446;136;78;11230104,6312548
"Brownea_macrophylla";69161512,205874;199;8;55046862,5396321
"Casearia_decandra";69111696,478;126;72;10988252,7311109
"Sloanea_terniflora";68816413,5763801;115;41;25406979,2298726
"Talisia_angustifolia";68753735,25628;116;31;27823176,0733418
"Talisia_cerasina";68741990,8885;97;41;18666729,3511563
"Psidium_acutangulum";68483876,4747;97;24;27734996,9019903
"Rhodostemonodaphne_grandis";68375571,2169;130;77;10084145,2714083
"Pourouma_cucura";68357096,6264;130;39;16755807,0481167
"Calyptranthes_cuspidata";67921469,47316;115;32;23345309,393593
"Vochysia_inundata";67897831,98868;163;24;24656529,3050026
"Agonandra_brasiliensis";67727748,92614;89;52;12473204,9363946
"Lecythis_zabucajo";67654488,3040801;202;124;7218558,00186571
"Clathrotropis_brachypetala";67547071,07858;167;37;15644450,063593
"Astrocaryum_macrocalyx";67445739,15293;271;10;25461212,6245549
"Guatteria_megalophylla";67422605,81832;119;47;13238217,8794534
"Rhodostemonodaphne_kunthiana";67395005,98184;92;45;20073872,8957425
"Inga_bourgonii";67178370,09398;112;41;15050932,2926514
"Trichilia_pallida";66872979,06988;154;70;10792927,4542622
"Lecythis_chartacea";66866686,43516;102;43;14987489,147902
"Aniba_citrifolia";66677863,9087999;117;46;21871249,7437841
"Dendropanax_palustris";66596663,4278641;64;10;24083201,9489903
"Allantoma_lineata";66395868,76878;157;32;19272735,889277
"Aldina_kunhardtiana";66315511,7320801;52;5;27168930,1606343
"Centrolobium_microchaete";66258460,24848;91;7;27175725,4618067
"Duroia_macrophylla";66225342,3333;130;74;10135616,5997375
"Tachigali_micropetala";66187739,77874;61;31;22240075,1970451
"Miconia_splendens";66129343,80126;120;33;17186164,665654
"Vismia_guianensis";66106564,10188;80;33;21514716,3116095
"Oxandra_espintana";66088476,74712;261;23;30458803,6338594
"Ocotea_amazonica";65992155,81304;118;54;13927185,6460197
"Toulicia_reticulata";65742461,413896;40;15;32886300,5789693
"Ocotea_oblonga";65717606,60512;159;58;11815868,5274005
"Oenocarpus_distichus";65690654,88462;124;48;11856431,8639212
"Micropholis_gardneriana";65679702,0817748;226;6;53031235,3329471
"Emmotum_nitens";65389076,80844;151;36;20483539,0283974
"Inga_acreana";65376880,70748;172;71;12442017,4356993
"Batesia_floribunda";65300767,85194;94;65;19151009,9175584
"Platymiscium_trinitatis";65198877,9582;100;38;15648622,5986269
"Diospyros_capreifolia";65182907,05622;144;87;9931037,99974454
"Swartzia_panacoco";65038622,69922;178;83;10227176,9045859
"Tapirira_retusa";65030932,4096599;69;34;17478316,5047448
"Dendropanax_caucanus";64944710,4985;138;46;13288073,9505562
"Protium_strumosum";64835210,02122;144;73;10563877,2472048
"Toulicia_pulvinata";64812970,10744;160;23;24099449,1803665
"Aspidosperma_schultesii";64635173,62898;95;23;15930542,3939734
"Endlicheria_paniculata";64485285,22448;75;30;22773179,969542
"Abuta_grandifolia";64482981,43142;72;25;30293634,3179084
"Inga_macrophylla";64449091,5284;98;58;11443051,8183265
"Cordiera_macrophylla";64434842,5595319;97;27;23248194,5212172
"Vochysia_guianensis";64304426,35042;224;39;16288031,4227048
"Clathrotropis_nitida";64296574,01686;85;13;23728323,7123634
"Tovomita_obovata";64156218,75742;201;36;17173848,2807473
"Cordia_tetrandra";64002678,9807;137;46;13748400,6346782
"Bathysa_bathysoides";63970133,2815854;77;4;51153466,6385371
"Duroia_saccifera";63930668,4984599;154;52;20144577,7857532
"Caryocar_villosum";63797212,26758;100;75;17294119,7137682
"Swartzia_laurifolia";63549897,92452;83;45;12943208,4060186
"Cordia_goeldiana";63351590,74332;54;29;16910725,905168
"Neea_madeirana";62962048,04792;94;34;19723550,3057238
"Iryanthera_paradoxa";62958323,96104;76;24;16090636,0651477
"Aniba_panurensis";62940528,17484;91;44;19907760,3382127
"Balizia_pedicellaris";62887245,10148;184;91;8892518,58691535
"Duguetia_stelechantha";62764643,03108;109;66;13923325,9536042
"Pourouma_melinonii";62498843,64242;105;40;26254815,3794245
"Hymenopus_divaricatus";62422816,50736;268;32;13568824,9884268
"Gaulettia_parillo";62400355,36417;140;32;41754598,9508357
"Licania_bracteata";62242397,56348;114;70;11351207,862876
"Batocarpus_amazonicus";62220370,65168;127;56;13139857,4461023
"Duroia_eriopila";62206432,86742;165;44;12035701,9438876
"Sorocea_muriculata";62191737,29204;75;27;18722173,1818617
"Vatairea_sericea";62162919,43774;57;38;23206602,8603583
"Cassipourea_guianensis";61960934,93222;321;57;13545641,644921
"Duguetia_surinamensis";61881002,89494;188;68;12858327,3284204
"Diospyros_vestita";61845666,34504;75;40;13416701,8729796
"Protium_pilosum";61745420,2073;95;44;21189684,164736
"Pentagonia_amazonica";61574030,64342;149;22;21414482,2138722
"Sloanea_obtusifolia";61517541,858324;79;22;27412357,9750598
"Coussapoa_trinervia";61476211,15914;98;49;10551998,6787091
"Croton_palanostigma";61351312,58622;67;16;18261412,6145813
"Miconia_holosericea";61307378,20255;84;17;27610389,5901101
"Tetrathylacium_macrophyllum";61248987,6661801;217;49;14483477,6280765
"Duguetia_uniflora";61232843,379978;115;5;31986346,2967098
"Myroxylon_balsamum";61149040,38132;131;57;12342609,3679518
"Perebea_longepedunculata";60983943,66604;61;20;18238145,0435862
"Xylopia_micans";60983158,11024;76;30;15656820,6029889
"Tabebuia_roseoalba";60941853,2420659;116;6;28937928,969956
"Dussia_tessmannii";60801760,17076;70;50;17586798,1077231
"Annona_papilionella";60694802,69714;200;66;14369851,5602453
"Ocotea_myriantha";60686640,7238;89;41;13746433,1900865
"Aniba_guianensis";60658591,2429;106;53;13322272,3479168
"Pouteria_ephedrantha";60571346,20332;186;34;15732101,246126
"Trichilia_surinamensis";60464440,58944;175;51;15589874,274718
"Pouteria_williamii";60452269,37482;111;39;13139995,3516231
"Pachira_flaviflora";60451381,2492001;358;31;18978869,1490491
"Eschweilera_rhododendrifolia";60123096,4591001;127;42;11455179,4088489
"Huberodendron_swietenioides";60102056,08672;67;36;12735377,2904482
"Tachigali_melinonii";59933441,80898;238;67;15440896,2862841
"Trichilia_adolfi";59780337,27648;90;23;26759477,6950011
"Handroanthus_ochraceus";59664285,00778;48;20;17286134,6555243
"Annona_hypoglauca";59657647,92022;92;17;18968708,8039759
"Mouriri_duckeana";59569661,49558;144;69;7815780,64830861
"Geissospermum_reticulatum";59514039,32772;40;17;24925610,5552198
"Crudia_aromatica";59399281,306124;181;12;24522930,733517
"Eugenia_coffeifolia";59375494,72914;104;34;15908614,4106621
"Unonopsis_rufescens";59359370,40648;287;67;11097361,6532142
"Inga_cylindrica";59357212,3601601;91;38;12878840,1149489
"Terminalia_tetraphylla";59300471,3387601;81;44;10921289,8758255
"Vochysia_haenkeana";58904656,964146;56;7;35961700,1032434
"Vatairea_erythrocarpa";58820991,68664;115;57;10777938,3239652
"Neea_macrophylla";58727691,70872;136;60;11130846,7651146
"Lacunaria_crenata";58470713,0661;137;88;9096296,00631866
"Ferdinandusa_chlorantha";58439770,62922;69;21;19295288,1083213
"Swartzia_argentea";58330895,67342;64;18;14476118,2586822
"Rinorea_pubiflora";58324626,22898;211;42;11072966,3019663
"Guatteria_dura";58158529,617518;52;13;26582328,0343948
"Ziziphus_cinnamomum";58140927,3719599;88;33;18791164,0719025
"Siparuna_cuspidata";58114830,45058;169;76;9034954,20420787
"Endlicheria_formosa";58093418,6050201;78;43;15119779,2589163
"Copaifera_langsdorffii";57859682,872458;76;14;29554339,47094
"Sterculia_tessmannii";57844015,5869799;143;59;9659625,38964016
"Heisteria_densifrons";57723367,49602;91;52;15383312,2095205
"Talisia_esculenta";57574768,35276;56;17;18463643,7644282
"Tachigali_vasquezii";57512792,2975446;48;9;23952491,3418611
"Aptandra_tubicina";57508836,96538;73;32;14385662,5069684
"Zygia_divaricata";57430870,493948;94;14;27673965,8804626
"Monopteryx_inpae";57413738,23528;133;30;14828820,1859299
"Protium_gallosum";57319710,55868;96;49;17279960,8843342
"Coussarea_hirticalyx";57166941,9384814;44;7;33528331,1091893
"Trattinnickia_lawrancei";57027424,23366;88;48;12294723,9317965
"Caryocar_microcarpum";56946209,23148;80;27;13648799,2101528
"Aniba_williamsii";56945548,09322;84;56;13015612,4173613
"Ficus_trigona";56816855,55513;133;36;23889596,3703655
"Couroupita_guianensis";56516264,78844;78;35;14581040,4549343
"Pseudobombax_longiflorum";56459255,6503306;58;5;36280729,4749056
"Hirtella_lightioides";56400467,525044;101;27;22133750,9900684
"Protium_morii";56376177,28624;104;23;15464724,8329358
"Chomelia_tenuiflora";56375969,33222;76;24;16389118,3973895
"Heliocarpus_americanus";56362409,935;85;23;24638559,1127873
"Peltogyne_floribunda";56214247,0419519;127;12;23239520,3038061
"Anacardium_spruceanum";56173856,74602;131;90;7530413,69836722
"Guatteria_blepharophylla";56098287,5204099;97;23;22203380,4868719
"Luehea_candicans";56080830,838824;97;9;33342958,9245528
"Sterculia_colombiana";55933275,08036;168;54;8964461,71831821
"Oxandra_sphaerocarpa";55780896,734468;80;11;17349543,7860791
"Garcinia_gardneriana";55745146,4874;71;38;11203177,1052557
"Haploclathra_paniculata";55587473,58503;50;7;34569217,6270641
"Iryanthera_coriacea";55585167,006822;58;22;18830137,2840732
"Chrysophyllum_ucuquirana-branca";55537375,3493201;99;38;17422916,3322621
"Inga_acrocephala";55511123,97398;119;51;12124191,3365069
"Casearia_aculeata";55492919,12318;96;29;18963521,9817684
"Inga_chartacea";55312826,76444;154;74;8658480,0826625
"Bagassa_guianensis";55311324,85112;61;46;14083538,5746449
"Pouteria_retinervis";55309240,52358;148;79;6170535,97152397
"Licania_harlingii";54996653,59618;107;57;9468283,85581059
"Ormosia_excelsa";54855755,9339;102;10;24575209,9394933
"Syagrus_sancona";54692545,060386;77;13;20348360,6250014
"Pagamea_plicata";54580290,5662432;64;8;30179095,9811459
"Dicorynia_paraensis";54461547,1882963;48;8;29922966,6157556
"Ficus_americana";54383122,47594;75;40;12842806,0094011
"Aniba_hostmanniana";54245559,26148;113;72;10835077,6690261
"Ormosia_coutinhoi";54142033,4438;256;34;12050375,4099644
"Coussarea_paniculata";53991046,05846;95;19;26961864,9628747
"Ocotea_bofo";53756245,5704399;109;44;10451577,8333208
"Pouteria_oblanceolata";53690134,3090601;117;62;8778277,50028873
"Sandwithia_heterocalyx";53612630,3163681;58;11;21460176,7044383
"Guarea_trunciflora";53487592,66916;114;56;8660744,82699489
"Miconia_ceramicarpa";53478989,1698612;277;10;27869507,2133732
"Alchornea_glandulosa";53327704,66058;119;36;19628216,7003127
"Myracrodruon_urundeuva";53292462,4378521;105;7;26148251,3444907
"Elvasia_elvasioides";53142163,0140826;237;6;47714266,5498139
"Eugenia_stictopetala";53110529,08972;129;26;17157648,7643847
"Virola_venosa";52781456,25434;126;67;8145610,60423492
"Lacmellea_arborescens";52761626,56448;80;38;14249796,4792355
"Ilex_vismiifolia";52688596,534368;45;17;24484656,5916648
"Manilkara_inundata";52642365,04692;84;33;16273059,5519993
"Eugenia_ramiflora";52609107,77668;90;51;7398142,95745434
"Pradosia_mutisii";52526368,261912;47;4;29554653,5717036
"Miconia_dispar";52482203,91426;85;36;14848303,8957234
"Annona_montana";52476690,419394;51;29;26350423,4193028
"Corythophora_rimosa";52248883,63616;138;52;7976676,16133379
"Eschweilera_eperuetorum";52223579,20808;124;27;10577609,5616254
"Schizolobium_parahyba";52115328,68392;62;38;11848698,2931727
"Swartzia_corrugata";51949178,76436;71;50;12557934,9012798
"Byrsonima_japurensis";51807648,2688401;58;26;13576736,3348396
"Tovomita_grata";51771051,143898;169;22;19303618,1460357
"Sloanea_garckeana";51744821,53774;131;53;13093724,7885657
"Erisma_splendens";51641106,77196;73;18;15299516,2974706
"Hirtella_elongata";51488897,28588;63;25;12724531,4061232
"Eschweilera_tenuifolia";51472559,36103;80;13;24084434,5177689
"Macoubea_guianensis";51421378,27166;118;63;12832759,1250481
"Heisteria_coccinea";51353045,990412;52;13;13875769,5059531
"Pouteria_lucumifolia";51352573,109274;51;18;21826350,9554492
"Vitex_calothyrsa";51334970,460242;43;4;34493820,3691493
"Licaria_brasiliensis";51315917,4315;83;43;12901924,4939287
"Guatteria_modesta";51267453,2904799;119;53;9391775,21364056
"Caraipa_richardiana";51205980,802854;101;13;23384211,807525
"Vantanea_macrocarpa";51150521,1059;103;50;9102786,1292959
"Hevea_benthamiana";51144886,116256;65;11;25080706,6648967
"Couepia_obovata";51035560,83596;77;44;13505654,7879119
"Batocarpus_costaricensis";50992492,60466;89;35;16022999,9446726
"Aniba_burchellii";50972748,61294;85;36;16073378,361054
"Alibertia_edulis";50905387,63816;45;23;24501712,7331597
"Duguetia_calycina";50845556,03916;153;56;9222091,38747561
"Nectandra_cissiflora";50797521,79612;88;36;14484057,9711605
"Parinari_klugii";50717008,4299;96;34;14211734,8919546
"Talisia_hexaphylla";50672060,92054;137;56;11447364,6982867
"Cupania_cinerea";50515870,61458;78;27;16580602,3046707
"Allophylus_scrobiculatus";50380306,313212;156;17;26993116,4525148
"Abarema_adenophora";50249431,33704;78;41;9529142,44500044
"Hymenopus_caudatus";50041549,40452;114;56;9993853,69197459
"Macoubea_sprucei";49984317,571802;48;17;28082649,7975023
"Pagamea_coriacea";49867012,76972;75;16;15851570,1356646
"Vochysia_obidensis";49679248,179772;86;21;22337955,7282865
"Ocotea_petalanthera";49629172,0879799;104;49;8116545,05602046
"Pseudima_frutescens";49599759,904808;35;20;28600870,6501202
"Dipteryx_magnifica";49547036,47998;87;65;10071875,2948169
"Stenostomum_acreanum";49310512,318688;186;15;24085126,3774208
"Protium_neglectum";49205459,92694;148;27;13675210,1471518
"Hymenolobium_pulcherrimum";49140506,3424;42;28;14276401,0639882
"Crudia_oblonga";49113842,54026;101;24;16323506,3152669
"Alchornea_castaneifolia";49107542,6530946;37;4;35735129,3166479
"Casearia_pitumba";49035419,7233601;74;52;11244898,2897384
"Naucleopsis_ternstroemiiflora";48994285,99988;84;29;15166041,1652142
"Garcinia_benthamiana";48909795,86916;192;55;10515578,3536935
"Couepia_bernardii";48900822,66902;88;10;16477610,0873235
"Parinari_campestris";48794431,67282;156;47;9547583,60229532
"Mouriri_vernicosa";48727722,285356;100;22;20282966,8314076
"Inga_sapindoides";48547962,6722;69;36;12166199,6616645
"Croton_tessmannii";48372852,02788;110;28;15276291,3201072
"Endlicheria_bracteolata";48329128,62304;95;21;8095134,91528252
"Byrsonima_crispa";48318178,157;66;35;12694619,2242539
"Oenocarpus_minor";48219607,9553898;20;4;39901141,7822231
"Eriotheca_macrophylla";48153458,60714;70;28;16105775,6702612
"Ptychopetalum_olacoides";47960026,8909201;128;65;6447325,77692882
"Cespedesia_spathulata";47942776,92406;73;27;15241708,7522101
"Crudia_bracteata";47932558,58296;371;27;13728683,6174105
"Heisteria_laxiflora";47799209,95108;100;36;17782398,9696717
"Tovomita_umbellata";47789300,14242;99;37;9946957,89945299
"Anacardium_parvifolium";47623263,4164;79;50;9733908,44532637
"Eugenia_lambertiana";47568235,9405201;61;28;14153453,6414863
"Perebea_tessmannii";47528123,64968;64;38;13865483,0866907
"Cochlospermum_orinocense";47450908,02098;72;15;25511213,6581624
"Banara_nitida";47443258,97388;41;17;24133196,1880689
"Terminalia_guyanensis";47416550,1876401;144;43;8741253,56133182
"Ocotea_matogrossensis";47311440,176548;92;26;33329126,1447952
"Copaifera_reticulata";47206240,75906;92;62;9036519,95184405
"Siparuna_cristata";47146146,23442;76;38;16273739,8941665
"Caryocar_pallidum";47023527,49136;69;42;9806733,87001669
"Couratari_oblongifolia";46967302,893962;72;31;14234553,4814642
"Hymenolobium_excelsum";46944625,4012799;50;37;10176826,1873951
"Cecropia_engleriana";46936426,37802;121;57;9022158,63548055
"Dacryodes_roraimensis";46918169,4455;52;17;13402597,9730954
"Iryanthera_tessmannii";46883006,421436;73;19;28170589,0683842
"Cenostigma_macrophyllum";46835596,94444;184;1;46641019,0105517
"Inga_leiocalycina";46771393,34654;144;63;8471020,72723552
"Croton_tricolor";46729467,1628901;219;6;39073275,14857
"Parahancornia_fasciculata";46720670,68986;130;86;7451602,06136699
"Socratea_salazarii";46590017,2015;151;12;14984854,0084742
"Panopsis_sessilifolia";46564918,00961;67;13;29813766,8469734
"Leonia_cymosa";46564543,43074;77;43;9990839,12062628
"Aniba_parviflora";46512543,80046;98;53;10702783,97164
"Catostemma_sclerophyllum";46332191,450874;138;10;22030443,5578326
"Swietenia_macrophylla";46295852,80852;32;18;11850865,7338393
"Panopsis_rubescens";46283110,22336;80;20;14246584,706201
"Mezilaurus_synandra";46280574,90896;47;25;12404434,2955824
"Chrysophyllum_cuneifolium";46260052,33878;118;72;6871632,77420154
"Pentaplaris_davidsmithii";46203726,286246;145;12;13152208,3288765
"Tetrastylidium_peruvianum";46202681,53168;84;32;8958410,76299661
"Couma_utilis";46201673,68922;104;14;15626288,7263891
"Miconia_mirabilis";46199289,0830299;96;29;12592063,3887022
"Mezilaurus_duckei";46140749,64734;102;62;7353630,91824258
"Endlicheria_anomala";46048499,52212;53;13;17723598,9051509
"Vochysia_citrifolia";45986274,4853598;13;6;24691197,2233326
"Peltogyne_venosa";45880995,7384801;179;61;7050369,5970028
"Helicostylis_elegans";45817255,8562;62;34;8815647,15996654
"Eugenia_moschata";45766860,38668;97;67;6313835,0095529
"Guatteria_foliosa";45747477,427006;95;20;20134656,6762396
"Elvasia_calophyllea";45710795,748628;104;3;34031471,3122818
"Marlierea_schomburgkiana";45698149,819182;156;24;23582886,3589904
"Herrania_mariae";45506920,86327;48;13;22073314,3504363
"Byrsonima_densa";45506191,50272;125;52;7855146,53721021
"Platycarpum_orinocense";45502469,4386884;31;9;27167895,7067602
"Dialypetalanthus_fuscescens";45460104,10018;51;22;9504091,61541318
"Virola_marleneae";45393537,470424;54;12;14840759,3097442
"Himatanthus_bracteatus";45288475,8298;143;37;12457572,2919876
"Vochysia_revoluta";45270250,319674;66;3;27497704,2026965
"Miconia_gratissima";45267041,96809;63;18;31763393,3809593
"Batocarpus_orinocensis";45207734,39132;122;50;7318786,95568185
"Platymiscium_pinnatum";45160040,5286;91;52;9709413,20662879
"Antonia_ovata";45068412,1344;150;35;17721004,6570879
"Duguetia_odorata";44949445,02121;52;21;18914429,8985117
"Licaria_armeniaca";44915969,07912;73;20;16192615,5293598
"Inga_disticha";44830933,476828;68;19;19045521,6623021
"Humiriastrum_excelsum";44763986,86404;79;33;16008831,1642622
"Pouteria_manaosensis";44744921,0379;68;44;10976807,717431
"Botryarrhena_pendula";44536015,11448;73;35;8817094,47173752
"Byrsonima_incarnata";44498171,750864;61;18;28335641,2301227
"Pausandra_macropetala";44411524,428;132;42;9153563,58650171
"Manilkara_cavalcantei";44377970,4277;65;30;9459365,32082349
"Homalium_guianense";44330920,900566;49;15;20319949,3650689
"Ephedranthus_amazonicus";44302878,11526;105;56;6987432,28392482
"Mezilaurus_sprucei";44241495,80454;44;21;14350208,1850785
"Bellucia_dichotoma";44193293,10313;96;18;19568178,5995822
"Agonandra_silvatica";44021476,3968601;96;67;6656214,5461376
"Senna_silvestris";44012515,749614;59;21;16560486,174542
"Swartzia_klugii";43931426,567776;67;10;15128942,7662252
"Siparuna_poeppigii";43883711,03958;102;42;6363809,36185981
"Guatteria_guianensis";43880394,74798;100;50;11128190,7489694
"Mabea_occidentalis";43850886,06106;71;15;14500720,9945909
"Humiriastrum_cuspidatum";43846889,647294;44;13;18991170,5937196
"Dulacia_candida";43784449,5202;72;59;8342332,72859894
"Simira_cordifolia";43631838,003186;106;24;23862871,4159881
"Andira_surinamensis";43596072,7061201;85;40;9751302,74016327
"Ocotea_neblinae";43534345,08646;38;18;12365047,9962365
"Stryphnodendron_paniculatum";43402066,48604;92;60;6278766,62508376
"Platypodium_elegans";43255424,46542;102;29;13332451,3880533
"Ophiocaryon_heterophyllum";43152934,80196;71;25;9287043,37888157
"Aldina_latifolia";43108602,088442;44;9;23383221,1246239
"Inga_cayennensis";43101193,3401;66;38;12320030,1902514
"Mouriri_collocarpa";43071759,46626;95;57;8670301,05480973
"Guatteria_decurrens";42978173,9703801;44;28;12039194,2802172
"Touroulia_guianensis";42932084,56678;94;60;7757425,20228321
"Croton_trombetensis";42922022,57708;97;23;8076026,97846674
"Duguetia_lepidota";42903291,861338;64;2;32487485,3691146
"Protium_balsamiferum";42892899,544672;17;2;34506468,1240634
"Tachigali_alba";42712921,42064;90;49;6544233,85202027
"Chimarrhis_barbata";42581982,78336;54;26;13825127,6314694
"Mouriri_brachyanthera";42414274,4233;71;33;16337529,5444437
"Piptadenia_viridiflora";42378497,138303;78;6;20228178,4179005
"Spiranthera_guianensis";42356998,470562;58;3;25621147,4617722
"Vouacapoua_macropetala";42356057,4210564;285;3;41820956,4861852
"Pagamea_guianensis";42130664,334856;62;13;18107492,0223432
"Eugenia_punicifolia";42116108,8417914;115;8;30544385,2304971
"Licaria_martiniana";42025378,4719581;52;28;20659180,578739
"Dicypellium_manausense";41964583,84702;26;10;15160437,1618815
"Pouteria_opposita";41782441,20882;91;62;7929947,29130082
"Pouteria_rostrata";41746786,19494;97;56;7402461,18115633
"Inga_neblinensis";41722082,09948;31;1;38147640,5531027
"Limadendron_hostmannii";41674356,329146;190;15;20969698,7906094
"Amanoa_gracillima";41365034,7101908;71;3;34738923,0377622
"Marlierea_spruceana";41358324,749594;54;20;16936562,5459136
"Erythroxylum_citrifolium";41274135,9692499;38;23;15251879,9630717
"Licania_pallida";41212431,28818;75;52;7667454,05031395
"Siparuna_glycycarpa";41171380,43976;64;31;16890705,191791
"Alchornea_grandiflora";41163220,0179;24;1;40764896,9501061
"Marlierea_caudata";41137526,1463998;36;7;25468334,3065503
"Tovomita_macrophylla";41128240,406558;65;24;11614951,3677748
"Xylopia_plowmanii";41113142,1079848;56;3;37052518,3842358
"Xylopia_uniflora";41085167,387718;34;3;25345279,9632636
"Styrax_guyanensis";40769062,101758;53;20;14942255,4259556
"Calophyllum_longifolium";40762657,979062;60;12;21905110,5420756
"Gaulettia_racemosa";40710898,669384;50;10;27784612,1237057
"Hymenopus_reticulatus";40655901,68024;67;29;12683215,2071223
"Trichilia_cipo";40474927,72175;78;27;10233783,216321
"Inga_grandiflora";40270174,242;37;30;10761975,4033914
"Zygia_lathetica";40186947,446164;57;16;17592514,2529061
"Dalbergia_inundata";40180598,0387688;33;3;28088682,9660125
"Cordia_scabrifolia";40092705,68044;75;34;11000245,8363992
"Sloanea_rufa";40044550,00294;53;35;8070360,20878481
"Dendropanax_macropodus";40023948,33773;44;12;25775638,9418523
"Mouriri_guianensis";39953460,448432;60;11;21197977,3035034
"Miconia_bubalina";39905631,247906;80;17;16616510,694552
"Wettinia_maynensis";39890632,93512;128;37;7528496,89544421
"Inga_microcalyx";39864313,16992;85;43;6977246,6733483
"Ormosia_macrocalyx";39775696,437882;38;17;11180458,2433355
"Xylopia_aromatica";39717704,67082;130;25;11721345,3049222
"Rinorea_paniculata";39707942,481666;50;8;20382609,6645284
"Ochthocosmus_multiflorus";39654943,630622;124;2;33804257,521835
"Bixa_orellana";39613707,17926;109;32;11148034,2729956
"Inga_stipularis";39556626,45368;91;61;6416787,68929826
"Pouteria_stipulifera";39485269,559498;26;11;20425824,9353192
"Chrysochlamys_membranacea";39423425,65748;143;35;9203693,9685054
"Stryphnodendron_guianense";39380145,14852;44;29;10241389,3213362
"Pouteria_erythrochrysa";39371267,58432;80;42;9578571,05105461
"Swartzia_oblanceolata";39350156,41324;148;51;8209010,11543742
"Jacaranda_macrocarpa";39289398,3423;74;29;7633711,47679784
"Zanthoxylum_huberi";39281081,019964;22;16;16867133,8650533
"Miconia_lepidota";39172447,2411379;39;19;12414146,2281797
"Naucleopsis_oblongifolia";39147455,25732;70;32;7361188,34390943
"Ruizterania_cassiquiarensis";39099527,6381;49;20;12929426,0649388
"Emmotum_fagifolium";39091183,24078;127;35;9604287,89102909
"Aniba_kappleri";39051945,16976;62;27;15380572,421251
"Senegalia_multipinnata";39011413,34782;48;29;7382681,63456488
"Chrysophyllum_manaosense";38991566,86408;56;36;10524635,837605
"Semaphyllanthe_obovata";38956266,5611141;46;15;26147021,5048779
"Ouratea_spruceana";38878603,348034;164;3;28397138,4751871
"Matayba_elegans";38799863,16504;52;16;11397104,7185483
"Hirtella_glandulosa";38693352,2801;203;39;15960350,1575267
"Cecropia_polystachya";38672352,989272;61;17;17233382,4204044
"Dipteryx_punctata";38587722,34868;64;46;9558228,15643634
"Terminalia_fagifolia";38532197,81202;26;1;37014761,5263447
"Albizia_subdimidiata";38443005,495782;35;11;14725103,0101291
"Pouteria_macrocarpa";38428180,974258;60;14;14935156,7941904
"Hymenolobium_sericeum";38286497,6851;42;25;11799860,7380727
"Gustavia_poeppigiana";38222085,539644;50;12;13392165,7376731
"Oxandra_euneura";38145273,35172;72;16;11934364,3983037
"Miconia_tomentosa";38103134,43691;54;17;16552481,5050106
"Sloanea_synandra";38052162,52618;76;52;6663904,80029188
"Parinari_parilis";38029855,01078;53;32;8204102,55720092
"Discophora_guianensis";38000325,89378;89;53;7104273,58145075
"Platonia_insignis";37972633,73134;65;39;14706144,1204918
"Sweetia_fruticosa";37880074,127874;52;10;15392925,1915525
"Myrcia_splendens";37856517,4023;96;32;13514252,4830871
"Eugenia_omissa";37726744,06714;63;44;7122124,69646902
"Combretum_laxum";37423647,08206;62;26;10584327,8240742
"Swartzia_canescens";37413853,71558;82;25;8296300,78919554
"Inga_brachyrhachis";37403546,697458;58;27;13656866,6820062
"Parkia_velutina";37396858,83856;105;67;5579950,27413208
"Luehea_speciosa";37382010,7018601;53;43;12084892,6726363
"Vismia_macrophylla";37304241,7637;52;30;8221763,43000024
"Guazuma_crinita";37302113,734734;94;14;18181223,8775394
"Perebea_angustifolia";37260012,913342;61;34;12581115,6159464
"Theobroma_microcarpum";37176390,98954;27;12;10956253,8573103
"Sloanea_fragrans";37168348,7289;97;32;8324999,9968516
"Cedrela_fissilis";37166994,39262;81;41;8875063,33138398
"Diclinanona_tessmannii";37158769,23322;67;21;8204509,48783943
"Annona_neoinsignis";37150659,73452;43;31;11375738,1510776
"Protium_giganteum";37138432,73206;55;31;8094633,0670065
"Caraipa_heterocarpa";37136132,852502;40;14;20898794,2337134
"Eriotheca_longipedicellata";37033319,642894;41;21;12029012,136923
"Couepia_chrysocalyx";37000568,44022;60;24;10405260,0915576
"Pradosia_ptychandra";36669682,07722;220;58;5526986,07070581
"Diospyros_tetrandra";36498539,6038452;106;12;13464676,3344321
"Capparidastrum_coimbranum";36376958,0255938;52;2;31752376,0663683
"Inga_gracilior";36371157,157108;33;12;21798945,1023674
"Cordia_sagotii";36339920,73804;123;48;10844007,4772307
